Molecule_Name,Smiles,human_VDss_L_kg,Source,CAS
DX9065a,CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O,1.55,10.1124/dmd.118.082966,150612-55-8
E7107,N1(CCN(CC1)C1CCCCCC1)C(=O)O[C@H]1C=C[C@@H]([C@H](OC(=O)C[C@@H](CC[C@@]1(C)O)O)C(=C\C=C\[C@](C[C@H]1O[C@@H]1[C@@H]([C@H](CC)O)C)(C)O)\C)C,10.1,10.1124/dmd.118.082966,630100-90-2
E7974,CC(C)[C@@H](\C=C(/C)\C(=O)O)N(C)C(=O)[C@@H](NC(=O)[C@H]1CCCCN1C(C)C)C(C)(C)C,1.26,10.1124/dmd.118.082966,610787-07-0
Ecallantide,N[C@@H](CCC(=O)O)C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]1C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCC(N2[C@H](C(N[C@@H]3C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N4[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]5C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCC(NCC(N[C@H](C(N[C@H](C(NCC(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(O)=O)CC(=O)O)=O)CCCNC(N)=N)=O)[C@@H](O)C)=O)CSSC1)=O)CCSC)=O)CCCCN)=O)CCCCN)=O)CSSC5)=O)CCC(=O)O)=O)CCC(=O)O)=O)CC(C)C)=O)CO)=O)CCC(=O)O)=O)Cc1ccccc1)=O)CCCNC(N)=N)=O)CC(=O)N)=O)CCC(=O)N)=O)CC(=O)N)=O)=O)CCC(=O)O)=O)CSSC3)=O)=O)=O)Cc1ccc(cc1)O)=O)[C@@H](C)CC)=O)Cc1ccccc1)=O)CCC(=O)O)=O)CCC(=O)O)=O)=O)CCC(=O)N)=O)CCCNC(N)=N)=O)[C@@H](O)C)=O)Cc1ccccc1)=O)[C@@H](C)CC)=O)CC(=O)N)=O)Cc1ccccc1)=O)Cc1ccccc1)=O)Cc1c[nH]c3c1cccc3)=O)CCCNC(N)=N)=O)CCC4)=O)Cc1[nH]cnc1)=O)C)=O)C)=O)CCCNC(N)=N)=O)=O)CCC2)=O)=O)CC(=O)O)=O)CC(=O)O)=O)C)=O)CCCCN)=O)Cc1ccccc1)=O)C)=O)=O)Cc1ccccc1)=O)CO)=O)Cc1[nH]cnc1)=O)CCSC)=O)C)=O,0.18,10.1124/dmd.118.082966,460738-38-9
Edaravone,N1(c2ccccc2)N=C(C)CC1=O,0.23,10.1124/dmd.118.082966,89-25-8
Edotecarin,OCC(CO)NN1C(=O)c2c(C1=O)c3c4ccc(O)cc4n([C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c3c6[nH]c7cc(O)ccc7c26,1.45,10.1124/dmd.118.082966,174402-32-5
Edoxaban,c1(nc2c(s1)CN(CC2)C)C(=O)N[C@H]1[C@@H](NC(=O)C(=O)Nc2ncc(Cl)cc2)CC[C@H](C(=O)N(C)C)C1,1.53,10.1124/dmd.118.082966,480449-70-5
Edrophonium,CC[N+](C)(C)c1cccc(O)c1,1.1,10.1124/dmd.118.082966,312-48-1
Eletriptan,CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23,1.6,10.1124/dmd.118.082966,143322-58-1
Elinafide,C(CCNCCN1C(=O)c2c(ccc3ccccc23)C1=O)NCCN1C(=O)c2c(ccc3ccccc23)C1=O,12,10.1124/dmd.118.082966,162706-37-8
Elisidepsin,CC[C@H](C)CCC(=O)N[C@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@H]([C@@H](C)CC)C(=O)N[C@@H]2[C@H](OC(=O)[C@@H](NC(=O)/C(=C/C)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC2=O)[C@@H](C)CC)C(C)C)Cc3ccccc3)C(C)C)C,5.55,10.1124/dmd.118.082966,681272-30-0
Eltanolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2,10.1124/dmd.118.082966,128-20-1
Eltoprazine,O1c2cccc(c2OCC1)N1CCNCC1,3.6,10.1124/dmd.118.082966,98224-03-4
Enalaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,0.38,10.1124/dmd.118.082966,76420-72-9
Enalkiren,C(CC(C)(N)C)(N[C@H](C(N[C@@H](Cc1c[nH]cn1)C(N[C@H]([C@H]([C@@H](O)CC(C)C)O)CC1CCCCC1)=O)=O)Cc1ccc(cc1)OC)=O,0.11,10.1124/dmd.118.082966,113082-98-7
Encainide,COc1ccc(cc1)C(=O)Nc2ccccc2CCC3CCCCN3C,2.2,10.1124/dmd.118.082966,66778-36-7
Endralazine,N\N=C\1/NN=C2CCN(CC2=C1)C(=O)c3ccccc3,2.2,10.1124/dmd.118.082966,39715-02-1
Enfuvirtide,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@@H](Cc7ccccc7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc9ccc(cc9)O)NC(=O)C,0.07,10.1124/dmd.118.082966,159519-65-0
Eniporide,Cc1cc(c(cc1C(=O)NC(=N)N)S(=O)(=O)C)n2cccc2,1.1,10.1124/dmd.118.082966,176644-21-6
Enoxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,2,10.1124/dmd.118.082966,74011-58-8
Enoximone,c1(C(c2ccc(SC)cc2)=O)c([nH]c([nH]1)=O)C,1.48,10.1124/dmd.118.082966,77671-31-9
Enprofylline,CCCN1C(=O)NC(=O)c2nc[nH]c12,0.63,10.1124/dmd.118.082966,41078-02-8
Entacapone,CCN(CC)C(=O)\C(=C\c1cc(O)c(O)c(c1)N(=O)=O)\C#N,0.27,10.1124/dmd.118.082966,130929-57-6
Epiroprim,c1ccn(c2c(cc(Cc3c(nc(nc3)N)N)cc2OCC)OCC)c1,2.5,10.1124/dmd.118.082966,73090-70-7
Epirubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,45,10.1124/dmd.118.082966,56420-45-2
Epothilone folate,Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@H](N3CCOC(=O)OCCSSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)c4ccc(cc4)NCc5c[nH]c-6nc(nc(=O)c6n5)N)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C,0.09,10.1124/dmd.118.082966,958646-17-8
Epristeride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,0.54,10.1124/dmd.118.082966,119169-78-7
Eprosartan,CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O,0.17,10.1124/dmd.118.082966,133040-01-4
Eptaloprost,[H]OC(CCCOCC=C1C[C@H]2C[C@H]([C@@H](C#C[C@H]([C@@H](C)CC#CCC)O[H])[C@H]2C1)O[H])=O,2.4,10.1124/dmd.118.082966,90693-76-8
Eptifibatide,NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N,0.17,10.1124/dmd.118.082966,188627-80-7
Eravacycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)NC(=O)CN5CCCC5)F,2.3,10.1124/dmd.118.082966,1207283-85-9
Ergotamine,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,3.6,10.1124/dmd.118.082966,113-15-5
Eribulin,NC[C@@H](O)C[C@H]5O[C@H]4C[C@H]9O[C@@H](CC[C@@H]1O[C@H](CC1=C)CC[C@@]32O[C@@H]6[C@@H]8O[C@H](C2)[C@H](O3)[C@@H]8O[C@H]7CC[C@H](CC(=O)O[C@@H]4[C@H]5OC)O[C@H]67)C[C@@H](C)C9=C,1.46,10.1124/dmd.118.082966,253128-41-5
Eritoran,CCCCCCCCCCCC(=O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(=O)(O)O)[C@H](OCC[C@@H](CCCCCCC)OC)[C@H]2NC(=O)CCCCCCCCC\C=C/CCCCCC)[C@@H](O)[C@@H]1OCCCCCCCCCC,0.048,10.1124/dmd.118.082966,185955-34-4
Erlotinib,n1cnc(c2cc(c(cc12)OCCOC)OCCOC)Nc1cc(ccc1)C#C,0.77,10.1124/dmd.118.082966,183321-74-6
Ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O,0.12,10.1124/dmd.118.082966,153832-46-3
Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.95,10.1124/dmd.118.082966,114-07-8
Escin Ia,C(O)[C@@]12[C@H](C3=CC[C@H]4[C@@]([C@@]3(C[C@H]2O)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(CO)C)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)C(=O)O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)CC([C@H]([C@@H]1OC(=O)C)OC(=O)/C(=C/C)/C)(C)C,0.28,10.1124/dmd.118.082966,123748-68-5
Escin Ib,C(O)[C@@]12[C@H](C3=CC[C@H]4[C@@]([C@@]3(C[C@H]2O)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(CO)C)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)C(=O)O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)CC([C@H]([C@@H]1OC(=O)C)OC(=O)/C(=C\C)/C)(C)C,0.23,10.1124/dmd.118.082966,26339-90-2
Esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,1.2,10.1124/dmd.118.082966,81147-92-4
Esomeprazole,c12c([nH]c(n1)[S@@](Cc1c(c(c(C)cn1)OC)C)=O)ccc(c2)OC,0.2,10.1124/dmd.118.082966,119141-88-7
Estradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,1.2,10.1124/dmd.118.082966,50-28-2
Estramustine phosphate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O,0.12,10.1124/dmd.118.082966,4891-15-0
Ethacrynic Acid,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.26,10.1124/dmd.118.082966,58-54-8
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,1.7,10.1124/dmd.118.082966,74-55-5
Ethimizol,c1(c(ncn1CC)C(NC)=O)C(NC)=O,0.73,10.1124/dmd.118.082966,64-99-3
Ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,4.3,10.1124/dmd.118.082966,57-63-6
Ethinylestradiol-17-Sulfate,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(OS(=O)(=O)O)C#C,0.61,10.1124/dmd.118.082966,75803-36-0
Ethinylestradiol-3-Sulfate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CC[C@@]2(O)C#C,2.3,10.1124/dmd.118.082966,24560-70-1
Etilefrine,CCNCC(O)c1cccc(O)c1,2.1,10.1124/dmd.118.082966,709-55-7
Etomidate,CCOC(=O)c1cncn1[C@H](C)c2ccccc2,2.7,10.1124/dmd.118.082966,33125-97-2
Etonogestrel,[C@@]12([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CC(=O)CC2)CC3)CC[C@]1(C#C)O)CC,2.87,10.1124/dmd.118.082966,54048-10-1
Etoposide,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,0.18,10.1124/dmd.118.082966,33419-42-0
Etoricoxib,Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C,1.5,10.1124/dmd.118.082966,202409-33-4
Evacetrapib,Cc1cc(C)c2N(C[C@@H]3CC[C@H](CC3)C(=O)O)CCC[C@H](N(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5nnn(C)n5)c2c1,1.82,10.1124/dmd.118.082966,1186486-62-3
Exatecan (acid),O1C([C@@](c2cc3n(c(c2C1)=O)Cc1c2c4c(cc(c(c4CC[C@@H]2N)C)F)nc31)(CC)O)=O,0.44,10.1124/dmd.118.082966,276680-63-8
Ezogabine,C(Nc1c(cc(NCc2ccc(F)cc2)cc1)N)(=O)OCC,2.5,10.1124/dmd.118.082966,150812-12-7
F992,O=C([C@H](CSCCCC(N[C@@H](C1=O)CC2=CC=CC=C2)=O)NC([C@@H](NC([C@@](C)(NC([C@@H](N1)CC3=CC=CS3)=O)CC)=O)CC(N)=O)=O)N(C[C@H](O)C4)[C@@H]4C(N[C@@H](C(NCC(N)=O)=O)CCCNC(N)=N)=O,0.31,10.1124/dmd.118.082966,162277-99-8
Falipamil,C1(c2cc(c(OC)cc2CN1CCC[N@@](CCc1cc(c(cc1)OC)OC)C)OC)=O,2.4,10.1124/dmd.118.082966,77862-92-1
Famotidine,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,1.2,10.1124/dmd.118.082966,76824-35-6
Faropenem,C(=O)(O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@@H](C)O)[C@H]1CCCO1,0.18,10.1124/dmd.118.082966,106560-14-9
Fasudil,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,1.22,10.1124/dmd.118.082966,103745-39-7
Felodipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,4.4,10.1124/dmd.118.082966,72509-76-3
Fenoldopam,c12[C@@H](c3ccc(O)cc3)CNCCc1c(c(O)c(c2)O)Cl,0.5,10.1124/dmd.118.082966,67227-56-9
Fenoprofen,C([C@@H](c1cc(Oc2ccccc2)ccc1)C)(=O)O,0.1,10.1124/dmd.118.082966,29679-58-1
Fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,1.2,10.1124/dmd.118.082966,13392-18-2
Fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3,10.1124/dmd.118.082966,5053/6/5
Fentanyl,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3,0.89,10.1124/dmd.118.082966,437-38-7
Fimasartan,CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CC(=S)N(C)C)C,0.6,10.1124/dmd.118.082966,247257-48-3
Finafloxacin,c1c2c(c(c(c1F)N3C[C@H]4[C@H](C3)OCCN4)C#N)n(cc(c2=O)C(=O)O)C5CC5,1.42,10.1124/dmd.118.082966,209342-40-5
Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1.1,10.1124/dmd.118.082966,98319-26-7
Fingolimod,c1(ccc(cc1)CCCCCCCC)CCC(CO)(N)CO,17.3,10.1124/dmd.118.082966,162359-55-9
Flavopiridol,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,1.5,10.1124/dmd.118.082966,146426-40-6
Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,6.1,10.1124/dmd.118.082966,54143-55-4
Fleroxacin,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,1.6,10.1124/dmd.118.082966,79660-72-3
Flomoxef,n1(nnnc1SCC1=C(N2[C@H](OC1)[C@@](C2=O)(OC)NC(=O)CSC(F)F)C(O)=O)CCO,0.19,10.1124/dmd.118.082966,99665-00-6
Flucloxacillin,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl,0.19,10.1124/dmd.118.082966,5250-39-5
Fluconazole,c1c(cc(c(C(Cn2ncnc2)(O)Cn2cncn2)c1)F)F,0.75,10.1124/dmd.118.082966,86386-73-4
Flucytosine,NC1=C(F)C=NC(=O)N1,0.68,10.1124/dmd.118.082966,2022-85-7
Fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,2.2,10.1124/dmd.118.082966,21679-14-1
Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,0.8,10.1124/dmd.118.082966,78755-81-4
Flunisolide,O1[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](C[C@@]3([C@]2(C(CO)=O)OC1(C)C)C)O,1.08,10.1124/dmd.118.082966,3385/3/3
Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)N(=O)=O,1.9,10.1124/dmd.118.082966,1622-62-4
Fluocortolone,[C@H]12[C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)O)C,0.68,10.1124/dmd.118.082966,152-97-6
Fluorescein,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,0.14,10.1124/dmd.118.082966,2321/7/5
"fluorodideoxycytidine, 2- (2FddC)",c1cn(c(=O)nc1N)[C@H]2[C@H](C[C@H](O2)CO)F,0.7,10.1124/dmd.118.082966,119555-47-4
"Fluorouracil, 5-",FC1=CNC(=O)NC1=O,0.23,10.1124/dmd.118.082966,51-21-8
Fluphenazine,[H]OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,2.9,10.1124/dmd.118.082966,69-23-8
Flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.1,10.1124/dmd.118.082966,56995-20-1
Fluticasone furoate,C[C@@H]1C[C@H]2C3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)c5ccco5)C)O)F)C)F,4.95,10.1124/dmd.118.082966,397864-44-7
Fluticasone propionate,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,3.6,10.1124/dmd.118.082966,80474-14-2
Fluvastatin,CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,0.42,10.1124/dmd.118.082966,93957-54-1
Fluvoxamine,c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1,23.5,10.1124/dmd.118.082966,54739-18-3
Folic acid,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)nc([nH]3)N,9.7,10.1124/dmd.118.082966,59-30-3
Folinic acid,NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,0.25,10.1124/dmd.118.082966,1958/5/9
Fomepizole,c1(cn[nH]c1)C,0.35,10.1124/dmd.118.082966,7554-65-6
Fosaprepitant,n1([nH]c(nc1=O)C[N@@]1[C@H]([C@H](OCC1)O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)F)P(=O)(O)O,0.07,10.1124/dmd.118.082966,172673-20-0
Foscarnet,OC(=O)P(=O)(O)O,0.5,10.1124/dmd.118.082966,4428-95-9
Fosfluconazole,OP(=O)(O)OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,0.15,10.1124/dmd.118.082966,194798-83-9
Fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,0.32,10.1124/dmd.118.082966,23155-02-4
Fosinoprilat,OC(=O)[C@@H]1C[C@H](CN1C(=O)CP(=O)(O)CCCCc2ccccc2)C3CCCCC3,0.13,10.1124/dmd.118.082966,95399-71-6
Fosphenytoin,C1(c2ccccc2)(c2ccccc2)C(=O)N(C(=O)N1)COP(=O)(O)O,0.06,10.1124/dmd.118.082966,93390-81-9
Fostriecin,C[C@@](O)(\C=C\[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)(O)O,0.086,10.1124/dmd.118.082966,87810-56-8
Fotemustin,P(=O)(OCC)(OCC)C(NC(=O)N(CCCl)N=O)C,0.62,10.1124/dmd.118.082966,92118-27-9
Frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N,3.6,10.1124/dmd.118.082966,158747-02-5
Fulvestrant,[H]Oc1ccc2c(C[C@H](CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2O[H])c1,4.15,10.1124/dmd.118.082966,129453-61-8
Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,0.12,10.1124/dmd.118.082966,54-31-9
Fusidate sodium,C(=O)([O-])C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3(CC[C@H]4[C@@H]([C@@H](CC[C@@]4(C)[C@@H]3[C@H](O)C[C@@H]12)O)C)C)C)\CC\C=C(\C)C,0.23,10.1124/dmd.118.082966,751-94-0
Fuzlocillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)NC(=O)N4CCN(C4=O)/N=C/c5ccco5)C(=O)O)C,0.2,10.1124/dmd.118.082966,66327-51-3
Gabapentin,NCC1(CC(=O)O)CCCCC1,0.71,10.1124/dmd.118.082966,60142-96-3
Gadobenate ,[N]1(CC(=O)[O-])([Gd+3]2[N@@](CC1)(CC[N@@]2([C@@H](C([O-])=O)COCc1ccccc1)CC(=O)[O-])CC([O-])=O)CC(=O)[O-],0.21,10.1124/dmd.118.082966,113662-23-0
Gadobutrol,[Gd+3]1234567OC([C@@H](CO)[N]81CC[N]4(CC[N]3(CC[N]2(CC8)CC(=O)[O-]6)CC(=O)[O-]5)CC(=O)[O-]7)CO,0.22,10.1124/dmd.118.082966,770691-21-9
Gadodiamide,CNC1=O[Gd+3]234567N(CCN2(C1)CC(=O)[O-]3)(CCN4(CC(=O5)NC)CC(=O)[O-]6)CC(=O)[O-]7,0.2,10.1124/dmd.118.082966,131410-48-5
Gadofosveset,C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1,0.15,10.1124/dmd.118.082966,742680-48-4
Gadopentetate,O=C1C[N]23CC[N]45CC(=O)[O-][Gd+3]2424([O-]1)([O-]C(=O)C5)[O-]C(=O)C[N]2(CC3)CC(=O)[O-]4,0.27,10.1124/dmd.118.082966,80529-93-7
Gadoteridol,[N]123CC[N]45CC[N]67CC[N]8(CC1)CC(=O)[O-][Gd+3]3578([OH]C(C2)C)([O-]C(=O)C4)[O-]C(=O)C6,0.2,10.1124/dmd.118.082966,120066-54-8
Gadoversetamide,COCCNC1=O[Gd+3]234567O=C(CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7)NCCOC,0.16,10.1124/dmd.118.082966,131069-91-5
Gadoxetate,C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1,0.21,10.1124/dmd.118.082966,770677-60-6
GAL-021,CCCNc1nc(NCCC)nc(n1)N(C)OC,2.17,10.1124/dmd.118.082966,1380341-99-0
Galanthamine,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,2.3,10.1124/dmd.118.082966,357-70-0
Gallamine triethiodide,CC[N+](CC)(CC)CCOc1cccc(c1OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC,0.27,10.1124/dmd.118.082966,65-29-2
