Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
152459-95-5,CN1CCN(Cc2ccc(cc2)C(=O)Nc2cc(Nc3[n]c(cc[n]3)-c3c[n]ccc3)c(C)cc2)CC1,0.084699469,10.1186/s13321-018-0263-1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)"
CHEMBL2164746| CHEMBL2164747,COC1=CC2=C(C=C1)N=CC(=O)N2CCN3CC[C@@H]([C@@H](C3)O)NCC4=NC5=C(C=C4)OCC(=O)N5,0.085309788,10.1186/s13321-018-0263-1,"InChI=1S/C24H28N6O5/c1-34-16-3-4-17-19(10-16)30(23(33)12-26-17)9-8-29-7-6-18(20(31)13-29)25-11-15-2-5-21-24(27-15)28-22(32)14-35-21/h2-5,10,12,18,20,25,31H,6-9,11,13-14H2,1H3,(H,27,28,32)/t18-,20+/m0/s1"
1092499-93-8,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F,0.0854,10.1186/s13321-018-0263-1,"InChI=1S/C27H28F2N6O/c28-23-12-18(13-24(29)22(23)17-34-8-10-36-11-9-34)21-2-1-3-25-27(21)33-26(15-31-25)19-14-32-35(16-19)20-4-6-30-7-5-20/h1-3,12-16,20,30H,4-11,17H2"
CHEMBL1487253,C1=CSC(=C1)CNC(=O)CCS(=O)(=O)C2=CC=C(C=C2)Br,0.0854,10.1186/s13321-018-0263-1,"InChI=1S/C14H14BrNO3S2/c15-11-3-5-13(6-4-11)21(18,19)9-7-14(17)16-10-12-2-1-8-20-12/h1-6,8H,7,9-10H2,(H,16,17)"
CHEMBL1650729,CC1=CC(=NN1)NC2=NC(=NC=C2Br)N[C@@H](C)C3=NC=C(C=N3)F,0.0854,10.1186/s13321-018-0263-1,"InChI=1S/C14H14BrFN8/c1-7-3-11(24-23-7)21-13-10(15)6-19-14(22-13)20-8(2)12-17-4-9(16)5-18-12/h3-6,8H,1-2H3,(H3,19,20,21,22,23,24)/t8-/m0/s1"
CHEMBL2207284,CNS(=O)(=O)C1=CC2=C(C=C1)C(=CNC2=O)C(=O)NC[C@H](CN3CCC(CC3)OC4=CC(=C(C=C4)Cl)Cl)O,0.0854,10.1186/s13321-018-0263-1,"InChI=1S/C25H28Cl2N4O6S/c1-28-38(35,36)18-3-4-19-20(11-18)24(33)30-13-21(19)25(34)29-12-15(32)14-31-8-6-16(7-9-31)37-17-2-5-22(26)23(27)10-17/h2-5,10-11,13,15-16,28,32H,6-9,12,14H2,1H3,(H,29,34)(H,30,33)/t15-/m1/s1"
CHEMBL570899,CC1=CC(=NN1)NC2=CN=CC(=N2)N[C@@H](C)C3=NC=C(C=N3)F,0.0854,10.1186/s13321-018-0263-1,"InChI=1S/C14H15FN8/c1-8-3-11(23-22-8)20-13-7-16-6-12(21-13)19-9(2)14-17-4-10(15)5-18-14/h3-7,9H,1-2H3,(H3,19,20,21,22,23)/t9-/m0/s1"
74223-64-6,Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[n]c([n]1)OC,0.086665834,10.1186/s13321-018-0263-1,"InChI=1S/C14H15N5O6S/c1-8-15-12(18-14(16-8)25-3)17-13(21)19-26(22,23)10-7-5-4-6-9(10)11(20)24-2/h4-7H,1-3H3,(H2,15,16,17,18,19,21)"
CHEMBL1951187,COC1=CC(=C(C=C1NC(=O)CCC(=O)O)S(=O)(=O)NCC2=CC=CC=C2N3CCC(CC3)CC(=O)O)OC,0.0872,10.1186/s13321-018-0263-1,"InChI=1S/C26H33N3O9S/c1-37-21-15-22(38-2)23(14-19(21)28-24(30)7-8-25(31)32)39(35,36)27-16-18-5-3-4-6-20(18)29-11-9-17(10-12-29)13-26(33)34/h3-6,14-15,17,27H,7-13,16H2,1-2H3,(H,28,30)(H,31,32)(H,33,34)"
CHEMBL2208428,CS(=O)(=O)C1=CC=CC=C1C(=O)NC[C@H](CN2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)O,0.0872,10.1186/s13321-018-0263-1,"InChI=1S/C22H26Cl2N2O5S/c1-32(29,30)21-5-3-2-4-18(21)22(28)25-13-15(27)14-26-10-8-16(9-11-26)31-17-6-7-19(23)20(24)12-17/h2-7,12,15-16,27H,8-11,13-14H2,1H3,(H,25,28)/t15-/m1/s1"
CHEMBL2313227,COCCN(C1=CN=CC=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,0.0872,10.1186/s13321-018-0263-1,"InChI=1S/C20H21N2O2P/c1-24-16-15-22(18-9-8-14-21-17-18)25(23,19-10-4-2-5-11-19)20-12-6-3-7-13-20/h2-14,17H,15-16H2,1H3"
CHEMBL235581,C1CNCCC1CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,0.0872,10.1186/s13321-018-0263-1,"InChI=1S/C24H33ClN2O/c25-22-2-1-17(7-16-3-5-26-6-4-16)11-21(22)23(28)27-15-24-12-18-8-19(13-24)10-20(9-18)14-24/h1-2,11,16,18-20,26H,3-10,12-15H2,(H,27,28)"
989-51-5,Oc1cc2O[C@@H]([C@@H](Cc2c(O)c1)OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.088000002,10.1186/s13321-018-0263-1,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1"
314-40-9,CC1NC(=O)N(C(C)CC)C(=O)C=1Br,0.088191667,10.1186/s13321-018-0263-1,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)"
CHEMBL205245,CC1=NC(=C(N1CC2=C(C3=C(S2)N(C(=O)N(C3=O)C)CC(C)C)C(=O)N4CC[C@H](C4)O)Cl)Cl,0.089,10.1186/s13321-018-0263-1,"InChI=1S/C21H25Cl2N5O4S/c1-10(2)7-28-20-15(18(30)25(4)21(28)32)14(19(31)26-6-5-12(29)8-26)13(33-20)9-27-11(3)24-16(22)17(27)23/h10,12,29H,5-9H2,1-4H3/t12-/m1/s1"
CHEMBL2059377,CCNC(=O)C1=CC2=C(C(=CN=C2N1)C3=CN=CC(=C3)C#N)N4C=CC(=N4)C(F)(F)F,0.089,10.1186/s13321-018-0263-1,"InChI=1S/C20H14F3N7O/c1-2-26-19(31)15-6-13-17(30-4-3-16(29-30)20(21,22)23)14(10-27-18(13)28-15)12-5-11(7-24)8-25-9-12/h3-6,8-10H,2H2,1H3,(H,26,31)(H,27,28)"
CHEMBL2171020,C1CN(CCC1N2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)C(=O)C4=CNC(=O)C5=CC=CC=C54,0.089,10.1186/s13321-018-0263-1,"InChI=1S/C26H27Cl2N3O3/c27-23-6-5-19(15-24(23)28)34-18-9-13-30(14-10-18)17-7-11-31(12-8-17)26(33)22-16-29-25(32)21-4-2-1-3-20(21)22/h1-6,15-18H,7-14H2,(H,29,32)"
CHEMBL564737,C1CCCC(CC1)(CNC(=O)C2=C(C=CC(=C2)C3=CC=CC=C3C(=O)O)Cl)O,0.089,10.1186/s13321-018-0263-1,"InChI=1S/C22H24ClNO4/c23-19-10-9-15(16-7-3-4-8-17(16)21(26)27)13-18(19)20(25)24-14-22(28)11-5-1-2-6-12-22/h3-4,7-10,13,28H,1-2,5-6,11-12,14H2,(H,24,25)(H,26,27)"
184475-35-2,COc1cc2[n]c[n]c(Nc3cc(Cl)c(F)cc3)c2cc1OCCCN1CCOCC1,0.089166668,10.1186/s13321-018-0263-1,"InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)"
579-66-8,CCc1cccc(CC)c1N,0.089617,10.1186/s13321-018-0263-1,"InChI=1S/C10H15N/c1-3-8-6-5-7-9(4-2)10(8)11/h5-7H,3-4,11H2,1-2H3"
16974-53-1| 15500-66-0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@@]43C)[N+]3(C)CCCCC3)[C@@H]1C[C@@H]([C@@H]2OC(C)=O)[N+]1(C)CCCCC1,0.09,10.1186/s13321-018-0263-1,"InChI=1S/C35H60N2O4/c1-24(38)40-32-21-26-13-14-27-28(35(26,4)23-31(32)37(6)19-11-8-12-20-37)15-16-34(3)29(27)22-30(33(34)41-25(2)39)36(5)17-9-7-10-18-36/h26-33H,7-23H2,1-6H3/q+2/t26-,27+,28-,29-,30-,31-,32-,33-,34-,35-/m0/s1"
136236-51-6,C#CCN[C@@H]1CCc2ccccc21,0.09,10.1186/s13321-018-0263-1,"InChI=1S/C12H13N/c1-2-9-13-12-8-7-10-5-3-4-6-11(10)12/h1,3-6,12-13H,7-9H2/t12-/m1/s1"
15574-96-6,CN1CCC(CC1)=C1c2ccccc2CCc2[s]ccc21,0.090000002,10.1186/s13321-018-0263-1,"InChI=1S/C19H21NS/c1-20-11-8-15(9-12-20)19-16-5-3-2-4-14(16)6-7-18-17(19)10-13-21-18/h2-5,10,13H,6-9,11-12H2,1H3"
60607-34-3,O=C1Nc2ccccc2N1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,0.090000002,10.1186/s13321-018-0263-1,"InChI=1S/C27H30N4O/c32-27-28-24-14-7-8-15-25(24)31(27)17-9-16-29-18-20-30(21-19-29)26(22-10-3-1-4-11-22)23-12-5-2-6-13-23/h1-8,10-15,26H,9,16-21H2,(H,28,32)"
23887-31-2,OC(=O)C1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1,0.090000002,10.1186/s13321-018-0263-1,"InChI=1S/C16H11ClN2O3/c17-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)19-14(16(21)22)15(20)18-12/h1-8,14H,(H,18,20)(H,21,22)"
183723-10-6,CC(C(=O)NC1=CC(=CC=C1)S(=O)(=O)C2=CC=CC=C2)(C(F)(F)F)O,0.0909,10.1186/s13321-018-0263-1,"InChI=1S/C16H14F3NO4S/c1-15(22,16(17,18)19)14(21)20-11-6-5-9-13(10-11)25(23,24)12-7-3-2-4-8-12/h2-10,22H,1H3,(H,20,21)"
769169-27-9,C1=C(SC(=C1)Cl)S(=O)(=O)N[C@H](CO)C(C(F)(F)F)C(F)(F)F,0.0909,10.1186/s13321-018-0263-1,"InChI=1S/C9H8ClF6NO3S2/c10-5-1-2-6(21-5)22(19,20)17-4(3-18)7(8(11,12)13)9(14,15)16/h1-2,4,7,17-18H,3H2/t4-/m1/s1"
CHEMBL2158769,C1CN(CCC1CN2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)[C@@H](CC4=CC=CC=C4C#N)C(=O)O,0.0909,10.1186/s13321-018-0263-1,"InChI=1S/C27H31Cl2N3O3/c28-24-6-5-23(16-25(24)29)35-22-9-11-31(12-10-22)18-19-7-13-32(14-8-19)26(27(33)34)15-20-3-1-2-4-21(20)17-30/h1-6,16,19,22,26H,7-15,18H2,(H,33,34)/t26-/m0/s1"
69377-81-7,Nc1c(Cl)c(F)[n]c(OCC(O)=O)c1Cl,0.091656834,10.1186/s13321-018-0263-1,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)"
335104-84-2,CS(=O)(=O)c1ccc(c(Cl)c1COCC(F)(F)F)C(=O)C1C(=O)CCCC1=O,0.0919,10.1186/s13321-018-0263-1,"InChI=1S/C17H16ClF3O6S/c1-28(25,26)13-6-5-9(15(18)10(13)7-27-8-17(19,20)21)16(24)14-11(22)3-2-4-12(14)23/h5-6,14H,2-4,7-8H2,1H3"
13194-48-4,CCOP(=O)(SCCC)SCCC,0.092576501,10.1186/s13321-018-0263-1,"InChI=1S/C8H19O2PS2/c1-4-7-12-11(9,10-6-3)13-8-5-2/h4-8H2,1-3H3"
307540-59-6,C1CCN(CC1)C(=O)C2=CSC3=C2CCCC3,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C14H19NOS/c16-14(15-8-4-1-5-9-15)12-10-17-13-7-3-2-6-11(12)13/h10H,1-9H2"
325457-89-4,C1=CC(=C(C=C1C(=O)NC2=CN=C(C=C2)Cl)F)F,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C12H7ClF2N2O/c13-11-4-2-8(6-16-11)17-12(18)7-1-3-9(14)10(15)5-7/h1-6H,(H,17,18)"
CHEMBL1950860,C[C@@H](C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)CCC2=CC=C(C=C2)C(F)(F)F)C(C)(C)C)NC,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C24H37F3N4O2/c1-16(28-5)21(32)30-20(23(2,3)4)22(33)29-19-7-6-13-31(15-19)14-12-17-8-10-18(11-9-17)24(25,26)27/h8-11,16,19-20,28H,6-7,12-15H2,1-5H3,(H,29,33)(H,30,32)/t16-,19-,20+/m0/s1"
CHEMBL2071498,CC(C)C(C(=O)C1=CC=C(C=C1)C#N)NC(=O)C2=CC=CC=C2,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C19H18N2O2/c1-13(2)17(21-19(23)16-6-4-3-5-7-16)18(22)15-10-8-14(12-20)9-11-15/h3-11,13,17H,1-2H3,(H,21,23)"
CHEMBL2164395,C1=CC=C2C(=C1)C(N(C2=O)CCC3=CC=CC=N3)C(=O)NCC4=CN=C(C=C4)OCC(F)(F)F,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C24H21F3N4O3/c25-24(26,27)15-34-20-9-8-16(13-29-20)14-30-22(32)21-18-6-1-2-7-19(18)23(33)31(21)12-10-17-5-3-4-11-28-17/h1-9,11,13,21H,10,12,14-15H2,(H,30,32)"
CHEMBL2207599,COC1=CC(=C(C=C1NC(=O)CCC(=O)O)S(=O)(=O)N(C2=CC=CC=C2)C3=CC=CC=C3)OC,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C24H24N2O7S/c1-32-20-16-21(33-2)22(15-19(20)25-23(27)13-14-24(28)29)34(30,31)26(17-9-5-3-6-10-17)18-11-7-4-8-12-18/h3-12,15-16H,13-14H2,1-2H3,(H,25,27)(H,28,29)"
CHEMBL2337977,CC(C)(C)NC(=O)NCCN1CC(C1)NC(=O)C2=CC(=CC(=C2)Cl)Cl,0.0928,10.1186/s13321-018-0263-1,"InChI=1S/C17H24Cl2N4O2/c1-17(2,3)22-16(25)20-4-5-23-9-14(10-23)21-15(24)11-6-12(18)8-13(19)7-11/h6-8,14H,4-5,9-10H2,1-3H3,(H,21,24)(H2,20,22,25)"
58-14-0,CCc1[n]c(N)[n]c(N)c1-c1ccc(Cl)cc1,0.092802002,10.1186/s13321-018-0263-1,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)"
110488-70-5,COc1ccc(cc1OC)C(=CC(=O)N1CCOCC1)c1ccc(Cl)cc1,0.093379333,10.1186/s13321-018-0263-1,"InChI=1S/C21H22ClNO4/c1-25-19-8-5-16(13-20(19)26-2)18(15-3-6-17(22)7-4-15)14-21(24)23-9-11-27-12-10-23/h3-8,13-14H,9-12H2,1-2H3"
57801-81-7,Cc1[n][n]c2CN=C(c3cc(Br)[s]c3-[n]21)c1ccccc1Cl,0.094,10.1186/s13321-018-0263-1,"InChI=1S/C15H10BrClN4S/c1-8-19-20-13-7-18-14(9-4-2-3-5-11(9)17)10-6-12(16)22-15(10)21(8)13/h2-6H,7H2,1H3"
1198160-14-3,C1COCCC1N2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,0.0948,10.1186/s13321-018-0263-1,"InChI=1S/C22H21F3N2O4/c23-22(24,25)31-16-7-5-14(6-8-16)13-26-20(28)19-17-3-1-2-4-18(17)21(29)27(19)15-9-11-30-12-10-15/h1-8,15,19H,9-13H2,(H,26,28)"
CHEMBL1309895,C1=CC=C(C(=C1)/C=C/C(=O)NC2=CC3=C(C=C2)C(=O)NC3=O)Cl,0.0948,10.1186/s13321-018-0263-1,"InChI=1S/C17H11ClN2O3/c18-14-4-2-1-3-10(14)5-8-15(21)19-11-6-7-12-13(9-11)17(23)20-16(12)22/h1-9H,(H,19,21)(H,20,22,23)/b8-5+"
2392-39-4,[Na+].[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O,0.0956,10.1186/s13321-018-0263-1,"InChI=1S/C22H30FO8P.2Na/c1-12-8-16-15-5-4-13-9-14(24)6-7-19(13,2)21(15,23)17(25)10-20(16,3)22(12,27)18(26)11-31-32(28,29)30;;/h6-7,9,12,15-17,25,27H,4-5,8,10-11H2,1-3H3,(H2,28,29,30);;/q;2*+1/p-2/t12-,15+,16+,17+,19+,20+,21+,22+;;/m1../s1"
121-14-2,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.096021,10.1186/s13321-018-0263-1,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3"
CHEMBL2207671,CS(=O)(=O)C1=CC2=C(C=C1)C(=CNC2=O)C(=O)NC[C@H](CN3CCC(CC3)OC4=CC(=C(C=C4)Cl)Cl)O,0.0968,10.1186/s13321-018-0263-1,"InChI=1S/C25H27Cl2N3O6S/c1-37(34,35)18-3-4-19-20(11-18)24(32)29-13-21(19)25(33)28-12-15(31)14-30-8-6-16(7-9-30)36-17-2-5-22(26)23(27)10-17/h2-5,10-11,13,15-16,31H,6-9,12,14H2,1H3,(H,28,33)(H,29,32)/t15-/m1/s1"
CHEMBL2338409,CC(C)(C)NC(=O)NCCN1CCC(C1)CNC(=O)C2=CC(=CC(=C2)Cl)Cl,0.0968,10.1186/s13321-018-0263-1,"InChI=1S/C19H28Cl2N4O2/c1-19(2,3)24-18(27)22-5-7-25-6-4-13(12-25)11-23-17(26)14-8-15(20)10-16(21)9-14/h8-10,13H,4-7,11-12H2,1-3H3,(H,23,26)(H2,22,24,27)"
CHEMBL392559,C1[C@H]2CN[C@@H]1CN2CC3=CC(=C(C=C3)Cl)C(=O)NCC45CC6CC(C4)CC(C6)C5,0.0968,10.1186/s13321-018-0263-1,"InChI=1S/C24H32ClN3O/c25-22-2-1-15(12-28-13-19-7-20(28)11-26-19)6-21(22)23(29)27-14-24-8-16-3-17(9-24)5-18(4-16)10-24/h1-2,6,16-20,26H,3-5,7-14H2,(H,27,29)/t16?,17?,18?,19-,20-,24?/m0/s1"
2212-67-1,CCSC(=O)N1CCCCCC1,0.097524167,10.1186/s13321-018-0263-1,"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3"
41372-20-7| 58-00-4,O.Cl.Cl.CN1CCc2cccc3-c4c(C[C@@H]1c23)ccc(O)c4O.CN1CCc2cccc3-c4c(C[C@@H]1c23)ccc(O)c4O,0.098183502,10.1186/s13321-018-0263-1,"InChI=1S/2C17H17NO2.2ClH.H2O/c2*1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12;;;/h2*2-6,13,19-20H,7-9H2,1H3;2*1H;1H2/t2*13-;;;/m11.../s1"
779353-01-4,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,0.0988,10.1186/s13321-018-0263-1,"InChI=1S/C21H28N6O2/c1-2-17-14-23-27-19(22-13-16-6-5-9-25(29)15-16)12-20(24-21(17)27)26-10-4-3-7-18(26)8-11-28/h5-6,9,12,14-15,18,22,28H,2-4,7-8,10-11,13H2,1H3/t18-/m0/s1"
CHEMBL110999,CN(CCCOCCOCCC1=CC=CC=C1)CCC2=C3C(=C(C=C2)O)NC(=O)S3,0.0988,10.1186/s13321-018-0263-1,"InChI=1S/C23H30N2O4S/c1-25(13-10-19-8-9-20(26)21-22(19)30-23(27)24-21)12-5-14-28-16-17-29-15-11-18-6-3-2-4-7-18/h2-4,6-9,26H,5,10-17H2,1H3,(H,24,27)"
CHEMBL2011910,CNC1=C2C(=NC=C1Br)N=C(N2)C3=CC(=CC=C3)N,0.0988,10.1186/s13321-018-0263-1,"InChI=1S/C13H12BrN5/c1-16-10-9(14)6-17-13-11(10)18-12(19-13)7-3-2-4-8(15)5-7/h2-6H,15H2,1H3,(H2,16,17,18,19)"
10161-33-8,C[C@]12C=CC3[C@@H](CCC4=CC(=O)CCC4=3)[C@@H]1CC[C@@H]2O,0.0999,10.1186/s13321-018-0263-1,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h8-10,15-17,20H,2-7H2,1H3/t15-,16+,17+,18+/m1/s1"
1397-89-3,C[C@H]1C=CC=CC=CC=CC=CC=CC=C[C@@H](C[C@@H]2O[C@@](O)(C[C@H](O)[C@H]2C(O)=O)C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@@H]1O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N)[C@@H]1O,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C47H73NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-33(51)22-36(53)35(52)20-19-31(49)21-32(50)23-39(55)62-29(3)28(2)42(27)56/h5-18,27-38,40-44,46,49-54,56-58,61H,19-26,48H2,1-4H3,(H,59,60)/t27-,28-,29-,30+,31+,32+,33-,34-,35+,36+,37-,38-,40+,41-,42+,43+,44-,46-,47+/m0/s1"
29216-28-2,C1C(CN2c3ccccc3Sc3ccccc23)C2CCN1CC2,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C20H22N2S/c1-3-7-19-17(5-1)22(18-6-2-4-8-20(18)23-19)14-16-13-21-11-9-15(16)10-12-21/h1-8,15-16H,9-14H2"
530-78-9,OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)"
53164-05-9,Cc1c(CC(=O)OCC(O)=O)c2cc(ccc2[n]1C(=O)c1ccc(Cl)cc1)OC,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C21H18ClNO6/c1-12-16(10-20(26)29-11-19(24)25)17-9-15(28-2)7-8-18(17)23(12)21(27)13-3-5-14(22)6-4-13/h3-9H,10-11H2,1-2H3,(H,24,25)"
46817-91-8,CCOc1ccccc1OCC1CNCCO1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C13H19NO3/c1-2-15-12-5-3-4-6-13(12)17-10-11-9-14-7-8-16-11/h3-6,11,14H,2,7-10H2,1H3"
116539-59-4,CNCC[C@H](Oc1cccc2ccccc21)c1ccc[s]1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1"
161814-49-9,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COCC1)S(=O)(=O)c1ccc(N)cc1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C25H35N3O6S/c1-18(2)15-28(35(31,32)22-10-8-20(26)9-11-22)16-24(29)23(14-19-6-4-3-5-7-19)27-25(30)34-21-12-13-33-17-21/h3-11,18,21,23-24,29H,12-17,26H2,1-2H3,(H,27,30)/t21-,23+,24-/m1/s1"
107868-30-4,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2=O,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1"
303-81-1,CC(C)=CCc1cc(ccc1O)C(=O)NC1C(=O)Oc2c(ccc(O[C@@H]3OC(C)(C)[C@H](OC)[C@@H](OC(N)=O)[C@H]3O)c2C)C=1O,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C31H36N2O11/c1-14(2)7-8-16-13-17(9-11-19(16)34)27(37)33-21-22(35)18-10-12-20(15(3)24(18)42-28(21)38)41-29-23(36)25(43-30(32)39)26(40-6)31(4,5)44-29/h7,9-13,23,25-26,29,34-36H,8H2,1-6H3,(H2,32,39)(H,33,37)/t23-,25+,26-,29-/m1/s1"
58-54-8,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)"
31329-57-4,CCN(CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1)CC,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C24H33NO3/c1-3-25(4-2)14-16-28-24(26)21(18-22-12-8-15-27-22)17-20-11-7-10-19-9-5-6-13-23(19)20/h5-7,9-11,13,21-22H,3-4,8,12,14-18H2,1-2H3"
226700-79-4,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)S(=O)(=O)c1ccc(N)cc1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C25H36N3O9PS/c1-18(2)15-28(39(33,34)22-10-8-20(26)9-11-22)16-24(37-38(30,31)32)23(14-19-6-4-3-5-7-19)27-25(29)36-21-12-13-35-17-21/h3-11,18,21,23-24H,12-17,26H2,1-2H3,(H,27,29)(H2,30,31,32)/t21-,23-,24+/m0/s1"
66104-22-1,CCCN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)CSC,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1"
73090-70-7,CCOc1cc(Cc2c[n]c(N)[n]c2N)cc(OCC)c1-[n]1cccc1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C19H23N5O2/c1-3-25-15-10-13(9-14-12-22-19(21)23-18(14)20)11-16(26-4-2)17(15)24-7-5-6-8-24/h5-8,10-12H,3-4,9H2,1-2H3,(H4,20,21,22,23)"
163222-33-1,Oc1ccc(cc1)[C@@H]1[C@@H](CC[C@H](O)c2ccc(F)cc2)C(=O)N1c1ccc(F)cc1,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2/t21-,22+,23-/m1/s1"
