Molecule_Name,Smiles,human_mrt,Source
Enfuvirtide,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@@H](Cc7ccccc7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc9ccc(cc9)O)NC(=O)C,3.2,10.1124/dmd.118.082966
Eniporide,Cc1cc(c(cc1C(=O)NC(=N)N)S(=O)(=O)C)n2cccc2,2.3,10.1124/dmd.118.082966
Enoxacin,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,6.2,10.1124/dmd.118.082966
Enoximone,c1(C(c2ccc(SC)cc2)=O)c([nH]c([nH]1)=O)C,1.33,10.1124/dmd.118.082966
Enprofylline,CCCN1C(=O)NC(=O)c2nc[nH]c12,2.6,10.1124/dmd.118.082966
Entacapone,CCN(CC)C(=O)\C(=C\c1cc(O)c(O)c(c1)N(=O)=O)\C#N,0.38,10.1124/dmd.118.082966
Epirubicin,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,38,10.1124/dmd.118.082966
Epothilone folate,Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@H](N3CCOC(=O)OCCSSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@@H](C(=O)O)NC(=O)c4ccc(cc4)NCc5c[nH]c-6nc(nc(=O)c6n5)N)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O2)O)(C)C)C)O)C,0.6,10.1124/dmd.118.082966
Epristeride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O,27,10.1124/dmd.118.082966
Eprosartan,CCCCc1ncc(\C=C(/Cc2cccs2)\C(=O)O)n1Cc3ccc(cc3)C(=O)O,1.5,10.1124/dmd.118.082966
Eptaloprost,[H]OC(CCCOCC=C1C[C@H]2C[C@H]([C@@H](C#C[C@H]([C@@H](C)CC#CCC)O[H])[C@H]2C1)O[H])=O,0.59,10.1124/dmd.118.082966
Eptifibatide,NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)C(Cc3c[nH]c4ccccc34)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N,2.4,10.1124/dmd.118.082966
Eravacycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)NC(=O)CN5CCCC5)F,10.3,10.1124/dmd.118.082966
Ergotamine,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,4,10.1124/dmd.118.082966
Eribulin,NC[C@@H](O)C[C@H]5O[C@H]4C[C@H]9O[C@@H](CC[C@@H]1O[C@H](CC1=C)CC[C@@]32O[C@@H]6[C@@H]8O[C@H](C2)[C@H](O3)[C@@H]8O[C@H]7CC[C@H](CC(=O)O[C@@H]4[C@H]5OC)O[C@H]67)C[C@@H](C)C9=C,32.5,10.1124/dmd.118.082966
Eritoran,CCCCCCCCCCCC(=O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(=O)(O)O)[C@H](OCC[C@@H](CCCCCCC)OC)[C@H]2NC(=O)CCCCCCCCC\C=C/CCCCCC)[C@@H](O)[C@@H]1OCCCCCCCCCC,62,10.1124/dmd.118.082966
Erlotinib,n1cnc(c2cc(c(cc12)OCCOC)OCCOC)Nc1cc(ccc1)C#C,7.55,10.1124/dmd.118.082966
Ertapenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O,4.4,10.1124/dmd.118.082966
Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,2.8,10.1124/dmd.118.082966
Escin Ia,C(O)[C@@]12[C@H](C3=CC[C@H]4[C@@]([C@@]3(C[C@H]2O)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(CO)C)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)C(=O)O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)CC([C@H]([C@@H]1OC(=O)C)OC(=O)/C(=C/C)/C)(C)C,2.85,10.1124/dmd.118.082966
Escin Ib,C(O)[C@@]12[C@H](C3=CC[C@H]4[C@@]([C@@]3(C[C@H]2O)C)(C)CC[C@@H]2[C@]4(C)CC[C@@H]([C@@]2(CO)C)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)C(=O)O)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)CC([C@H]([C@@H]1OC(=O)C)OC(=O)/C(=C\C)/C)(C)C,1.5,10.1124/dmd.118.082966
Esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0.07,10.1124/dmd.118.082966
Esomeprazole,c12c([nH]c(n1)[S@@](Cc1c(c(c(C)cn1)OC)C)=O)ccc(c2)OC,0.9,10.1124/dmd.118.082966
Estradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0.7,10.1124/dmd.118.082966
Estramustine phosphate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O,2.1,10.1124/dmd.118.082966
Ethacrynic Acid,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.5,10.1124/dmd.118.082966
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,2.7,10.1124/dmd.118.082966
Ethimizol,c1(c(ncn1CC)C(NC)=O)C(NC)=O,1,10.1124/dmd.118.082966
Ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,11,10.1124/dmd.118.082966
Ethinylestradiol-17-Sulfate,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(OS(=O)(=O)O)C#C,7.8,10.1124/dmd.118.082966
Ethinylestradiol-3-Sulfate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CC[C@@]2(O)C#C,8.2,10.1124/dmd.118.082966
Etilefrine,CCNCC(O)c1cccc(O)c1,2.5,10.1124/dmd.118.082966
Etomidate,CCOC(=O)c1cncn1[C@H](C)c2ccccc2,2.9,10.1124/dmd.118.082966
Etonogestrel,[C@@]12([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CC(=O)CC2)CC3)CC[C@]1(C#C)O)CC,23.6,10.1124/dmd.118.082966
Etoposide,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,6,10.1124/dmd.118.082966
Etoricoxib,Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C,32,10.1124/dmd.118.082966
Evacetrapib,Cc1cc(C)c2N(C[C@@H]3CC[C@H](CC3)C(=O)O)CCC[C@H](N(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5nnn(C)n5)c2c1,36.15,10.1124/dmd.118.082966
Exatecan (acid),O1C([C@@](c2cc3n(c(c2C1)=O)Cc1c2c4c(cc(c(c4CC[C@@H]2N)C)F)nc31)(CC)O)=O,7.6,10.1124/dmd.118.082966
Ezogabine,C(Nc1c(cc(NCc2ccc(F)cc2)cc1)N)(=O)OCC,5,10.1124/dmd.118.082966
F992,O=C([C@H](CSCCCC(N[C@@H](C1=O)CC2=CC=CC=C2)=O)NC([C@@H](NC([C@@](C)(NC([C@@H](N1)CC3=CC=CS3)=O)CC)=O)CC(N)=O)=O)N(C[C@H](O)C4)[C@@H]4C(N[C@@H](C(NCC(N)=O)=O)CCCNC(N)=N)=O,5.63,10.1124/dmd.118.082966
Falipamil,C1(c2cc(c(OC)cc2CN1CCC[N@@](CCc1cc(c(cc1)OC)OC)C)OC)=O,2.62,10.1124/dmd.118.082966
Famotidine,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1,3,10.1124/dmd.118.082966
Faropenem,C(=O)(O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@@H](C)O)[C@H]1CCCO1,1.34,10.1124/dmd.118.082966
Fasudil,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,0.26,10.1124/dmd.118.082966
Felodipine,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,6.7,10.1124/dmd.118.082966
Fenoldopam,c12[C@@H](c3ccc(O)cc3)CNCCc1c(c(O)c(c2)O)Cl,0.2,10.1124/dmd.118.082966
Fenoprofen,C([C@@H](c1cc(Oc2ccccc2)ccc1)C)(=O)O,2.8,10.1124/dmd.118.082966
Fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,0.69,10.1124/dmd.118.082966
Fenspiride,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,19,10.1124/dmd.118.082966
Fentanyl,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3,3.2,10.1124/dmd.118.082966
Fimasartan,CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CC(=S)N(C)C)C,1.1,10.1124/dmd.118.082966
Finafloxacin,c1c2c(c(c(c1F)N3C[C@H]4[C@H](C3)OCCN4)C#N)n(cc(c2=O)C(=O)O)C5CC5,4.11,10.1124/dmd.118.082966
Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,7.6,10.1124/dmd.118.082966
Fingolimod,c1(ccc(cc1)CCCCCCCC)CCC(CO)(N)CO,189,10.1124/dmd.118.082966
Flavopiridol,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,4,10.1124/dmd.118.082966
Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,21,10.1124/dmd.118.082966
Fleroxacin,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O,11,10.1124/dmd.118.082966
Flomoxef,n1(nnnc1SCC1=C(N2[C@H](OC1)[C@@](C2=O)(OC)NC(=O)CSC(F)F)C(O)=O)CCO,0.77,10.1124/dmd.118.082966
Flucloxacillin,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl,1.3,10.1124/dmd.118.082966
Fluconazole,c1c(cc(c(C(Cn2ncnc2)(O)Cn2cncn2)c1)F)F,40,10.1124/dmd.118.082966
Flucytosine,NC1=C(F)C=NC(=O)N1,5.7,10.1124/dmd.118.082966
Fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,12,10.1124/dmd.118.082966
Flumazenil,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,1,10.1124/dmd.118.082966
Flunisolide,O1[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](C[C@@]3([C@]2(C(CO)=O)OC1(C)C)C)O,1.89,10.1124/dmd.118.082966
Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)N(=O)=O,23,10.1124/dmd.118.082966
Fluocortolone,[C@H]12[C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]([C@@H]1[C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)O)C,1.6,10.1124/dmd.118.082966
Fluorescein,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,1.8,10.1124/dmd.118.082966
"fluorodideoxycytidine, 2- (2FddC)",c1cn(c(=O)nc1N)[C@H]2[C@H](C[C@H](O2)CO)F,1.9,10.1124/dmd.118.082966
"Fluorouracil, 5-",FC1=CNC(=O)NC1=O,0.15,10.1124/dmd.118.082966
Fluphenazine,[H]OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,5,10.1124/dmd.118.082966
Flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,11,10.1124/dmd.118.082966
Fluticasone propionate,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,3.9,10.1124/dmd.118.082966
Fluvastatin,CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,0.44,10.1124/dmd.118.082966
Fluvoxamine,c1(\C(CCCCOC)=N\OCCN)ccc(C(F)(F)F)cc1,12.26,10.1124/dmd.118.082966
Folic acid,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc2cnc3c(n2)c(=O)nc([nH]3)N,3.1,10.1124/dmd.118.082966
Folinic acid,NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,0.8,10.1124/dmd.118.082966
Fomepizole,c1(cn[nH]c1)C,7.94,10.1124/dmd.118.082966
Fosaprepitant,n1([nH]c(nc1=O)C[N@@]1[C@H]([C@H](OCC1)O[C@H](C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1ccc(cc1)F)P(=O)(O)O,0.06,10.1124/dmd.118.082966
Foscarnet,OC(=O)P(=O)(O)O,4,10.1124/dmd.118.082966
Fosfluconazole,OP(=O)(O)OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,2,10.1124/dmd.118.082966
Fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,2.7,10.1124/dmd.118.082966
Fosinoprilat,OC(=O)[C@@H]1C[C@H](CN1C(=O)CP(=O)(O)CCCCc2ccccc2)C3CCCCC3,6.8,10.1124/dmd.118.082966
Fosphenytoin,C1(c2ccccc2)(c2ccccc2)C(=O)N(C(=O)N1)COP(=O)(O)O,0.17,10.1124/dmd.118.082966
Fostriecin,C[C@@](O)(\C=C\[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)\C=C/C=C\C=C\CO)OP(=O)(O)O,1.2,10.1124/dmd.118.082966
Fotemustin,P(=O)(OCC)(OCC)C(NC(=O)N(CCCl)N=O)C,0.55,10.1124/dmd.118.082966
Frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N,22,10.1124/dmd.118.082966
Fulvestrant,[H]Oc1ccc2c(C[C@H](CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)C3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2O[H])c1,5.86,10.1124/dmd.118.082966
Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,1.3,10.1124/dmd.118.082966
Fusidate sodium,C(=O)([O-])C(=C1\[C@@H](OC(=O)C)C[C@@]2([C@@]3(CC[C@H]4[C@@H]([C@@H](CC[C@@]4(C)[C@@H]3[C@H](O)C[C@@H]12)O)C)C)C)\CC\C=C(\C)C,10.6,10.1124/dmd.118.082966
Fuzlocillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)NC(=O)N4CCN(C4=O)/N=C/c5ccco5)C(=O)O)C,0.92,10.1124/dmd.118.082966
Gabapentin,NCC1(CC(=O)O)CCCCC1,7,10.1124/dmd.118.082966
Gadobenate ,[N]1(CC(=O)[O-])([Gd+3]2[N@@](CC1)(CC[N@@]2([C@@H](C([O-])=O)COCc1ccccc1)CC(=O)[O-])CC([O-])=O)CC(=O)[O-],2.2,10.1124/dmd.118.082966
Gadobutrol,[Gd+3]1234567OC([C@@H](CO)[N]81CC[N]4(CC[N]3(CC[N]2(CC8)CC(=O)[O-]6)CC(=O)[O-]5)CC(=O)[O-]7)CO,1.8,10.1124/dmd.118.082966
Gadodiamide,CNC1=O[Gd+3]234567N(CCN2(C1)CC(=O)[O-]3)(CCN4(CC(=O5)NC)CC(=O)[O-]6)CC(=O)[O-]7,1.85,10.1124/dmd.118.082966
Gadofosveset,C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1,22.7,10.1124/dmd.118.082966
Gadopentetate,O=C1C[N]23CC[N]45CC(=O)[O-][Gd+3]2424([O-]1)([O-]C(=O)C5)[O-]C(=O)C[N]2(CC3)CC(=O)[O-]4,2.3,10.1124/dmd.118.082966
Gadoteridol,[N]123CC[N]45CC[N]67CC[N]8(CC1)CC(=O)[O-][Gd+3]3578([OH]C(C2)C)([O-]C(=O)C4)[O-]C(=O)C6,2.2,10.1124/dmd.118.082966
Gadoversetamide,COCCNC1=O[Gd+3]234567O=C(CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7)NCCOC,2.2,10.1124/dmd.118.082966
Gadoxetate,C(C([N+]([Gd+++]([N+]1(C2)C3)([N+](C2)(C2)C4)([O-]5)([O-]6)([O-]C3=O)([O-]C4=O)[O-]C2=O)(CC6=O)CC5=O)C1)C(=CC=C1OCC)C=C1,1,10.1124/dmd.118.082966
GAL-021,CCCNc1nc(NCCC)nc(n1)N(C)OC,3.04,10.1124/dmd.118.082966
Galanthamine,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,6.8,10.1124/dmd.118.082966
Gallamine triethiodide,CC[N+](CC)(CC)CCOc1cccc(c1OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC,2.98,10.1124/dmd.118.082966
Gallopamil,c1([C@@](CCC[N@@](CCc2cc(c(OC)cc2)OC)C)(C(C)C)C#N)cc(c(OC)c(c1)OC)OC,2.04,10.1124/dmd.118.082966
Gambogic acid,C1(=O)[C@@]2(C\C=C(\C)C(=O)O)[C@@]34Oc5c(c6c(c(c5C(C3=C[C@@H]1C[C@@H]4C(O2)(C)C)=O)O)C=C[C@](O6)(CC\C=C(\C)C)C)C\C=C(\C)C,13.3,10.1124/dmd.118.082966
Ganciclovir,NC1=Nc2c(ncn2COC(CO)CO)C(=O)N1,3.7,10.1124/dmd.118.082966
Ganglioside GM1,O([C@@H]1[C@@H]([C@H]([C@H](O[C@@H]2[C@H](O[C@@H](OC[C@@H]([C@@H](\C=C\CCCCCCCCCCCCC)O)NC(CCCCCCCCCCCCCCCCC)=O)[C@@H]([C@H]2O)O)CO)O[C@@H]1CO)O)OC[C@@H]([C@@H]([C@H]1[C@@H]([C@H](C[C@](O1)(C(O)=O)O)O)NC(C)=O)O)O)[C@H]1[C@@H]([C@H]([C@@H](O)[C@H](O1)CO)O[C@@H]1O[C@@H]([C@H](O)[C@@H]([C@H]1O)O)CO)NC(C)=O,55,10.1124/dmd.118.082966
Ganirelix,"N([C@@H](C(=O)N[C@H](C(N[C@H](C(N[C@@H](C(N[C@@H](C(=O)N[C@@H](C(N[C@H](C(N[C@H](C(=O)N1[C@H](C(N[C@@H](C(N)=O)C)=O)CCC1)CCCC\N=C(\NCC)NCC)=O)CC(C)C)=O)CCCC\N=C(/NCC)NCC)Cc1ccc(cc1)O)=O)CO)=O)Cc1cccnc1)=O)Cc1ccc(cc1)Cl)Cc1ccc2c(c1)cccc2)C(=O)C
",5.61,10.1124/dmd.118.082966
Garenoxacin,[H]N1Cc2cc(ccc2[C@H]1C)c1ccc2C(C(=CN(C3CC3)c2c1OC(F)F)C(=O)O[H])=O,13.7,10.1124/dmd.118.082966
Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,11,10.1124/dmd.118.082966
Gavestinel,[H]N(C(C=Cc1c2c(cc(cc2n([H])c1C(=O)O[H])[Cl])[Cl])=O)c1ccccc1,22.47,10.1124/dmd.118.082966
Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,32,10.1124/dmd.118.082966
Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,0.81,10.1124/dmd.118.082966
Gemifloxacin ,CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,8.1,10.1124/dmd.118.082966
Genaconazole,C[C@@H]([C@@](O)(Cn1cncn1)c2ccc(F)cc2F)S(=O)(=O)C,54,10.1124/dmd.118.082966
Gentamicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CC[C@H]3N)[C@@H](C)N)[C@@H]2O)OC[C@]1(C)O,5.5,10.1124/dmd.118.082966
Gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,9.6,10.1124/dmd.118.082966
GHRP-6,c1(c[nH]c2c1cccc2)C[C@@H](C(N[C@@H](C(N[C@H](C(=O)N)CCCCN)=O)Cc1ccccc1)=O)NC([C@@H](NC([C@H](NC([C@H](Cc1[nH]cnc1)N)=O)Cc1c[nH]c2c1cccc2)=O)C)=O,2.45,10.1124/dmd.118.082966
Ginkgolide A,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,4.6,10.1124/dmd.118.082966
Ginkgolide B,C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,6.6,10.1124/dmd.118.082966
Ginsenoside RD,C[C@@]12[C@@H]([C@]3(C)[C@@H](CC2)C(C)(C)[C@H](CC3)O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)[C@@H](O)[C@@H]([C@H](O2)CO)O)C[C@H]([C@H]2[C@@]1(C)CC[C@@H]2[C@@](O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)(CCC=C(C)C)C)O,20.2,10.1124/dmd.118.082966
Gisadenafil,C(C)c1c2c(nn1CCOC)c(=O)nc([nH]2)c1c(OCC)ncc(c1)S(=O)(=O)N1CCN(CC1)CC,2.8,10.1124/dmd.118.082966
Glibornuride,Cc1ccc(cc1)S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@]([C@H]2O)(C3(C)C)C,13,10.1124/dmd.118.082966
Gliclazide,C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2,17.5,10.1124/dmd.118.082966
Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,6.3,10.1124/dmd.118.082966
Glipizide,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,4.8,10.1124/dmd.118.082966
Gludopa,c1(cc(C[C@H](NC(=O)CC[C@@H](C(O)=O)N)C(O)=O)ccc1O)O,0.74,10.1124/dmd.118.082966
Glufosfamide,P(O[C@H]1[C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O)(=O)(NCCCl)NCCCl,2.49,10.1124/dmd.118.082966
Glyburide,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,1.6,10.1124/dmd.118.082966
Glyceryl 1-nitrate,C([C@@H](CO)O)O[N+](=O)[O-],4.12,10.1124/dmd.118.082966
Glycopyrrolate bromide,C(C1CCCC1)(c1ccccc1)(C(=O)OC1C[N+](CC1)(C)C)O.[Br-],0.37,10.1124/dmd.118.082966
Glycyrrhizin,C1([C@H]2[C@@]([C@@]3(C([C@H]4[C@@](CC[C@@](C4)(C(O)=O)C)(C)CC3)=C1)C)(CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O[C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)C(O)=O)[C@H]([C@H](O)[C@H](O1)C(O)=O)O)C)C)=O,7.83,10.1124/dmd.118.082966
GPX-150,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=N)OC)O)(C(=O)CO)O)N)O,17.16,10.1124/dmd.118.082966
Granisetron,CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c3nn(C)c4ccccc34,6.7,10.1124/dmd.118.082966
GSK1322322,N1(C(COCC1)CN(C1)C(=C(C(=NC2C)NNC(C(CC3CCCC3)CN(C=O)O)=O)F)N=2)C1,2.2,10.1124/dmd.118.082966
GSK2140944,c1cc(=O)n2c3c1ncc(=O)n3[C@@H](C2)CN4CCC(CC4)NCc5cc6c(cn5)OCCC6,4.86,10.1124/dmd.118.082966
GSK2239633,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C(C)(C)O)c4,5.43,10.1124/dmd.118.082966
GSK2251052,B1(c2c(cccc2OCCCO)[C@H](O1)CN)O,9.6,10.1124/dmd.118.082966
