Molecule_Name,Smiles,rat_CL_mL_min_kg,Source
Butorphanol,Oc1cc2c(cc1)C[C@@H]1N(CC3CCC3)CC[C@]32[C@@]1(O)CCCC3,91.2,10.1021/acs.jcim.2c00318
Caffeine,O=C1N(C)C(=O)c2n(C)cnc2N1C,12.5,10.1021/acs.jcim.2c00318
Candoxatrilat,O=C(O)[C@H](COCCOC)CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1,15,10.1021/acs.jcim.2c00318
Captopril,SC[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C,13,10.1021/acs.jcim.2c00318
Carumom,S(=O)(=O)(O)N1[C@H](COC(=O)N)[C@H](NC(=O)/C(=N\OCC(=O)O)/c2nc(N)sc2)C1=O,22,10.1021/acs.jcim.2c00318
Caspofungin,O=C(N[C@@H]1C(=O)N[C@@H]([C@H](O)C)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)C(=O)N[C@@H]([C@H](O)CCN)C(=O)N3[C@@H]([C@@H](O)CC3)C(=O)N[C@H](NCCN)[C@H](O)C1)C[C@@H](O)C2)CCCCCCCCC(CC(CC)C)C,0.43,10.1021/acs.jcim.2c00318
Cefamandole,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1)c1n(C)nnn1,21.8,10.1021/acs.jcim.2c00318
Cefazolin,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3nnnc3)[C@H]2SC1)c1sc(C)nn1,5.4,10.1021/acs.jcim.2c00318
Cefepime,O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)/C(=N\OC)/c1nc(N)sc1,11,10.1021/acs.jcim.2c00318
Cefixime,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\OCC(=O)O)/c1nc(N)sc1,6,10.1021/acs.jcim.2c00318
Cefmenoxime,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1)c1n(C)nnn1,7.46,10.1021/acs.jcim.2c00318
Cefmetazole,S(CC#N)CC(=O)N[C@]1(OC)C(=O)N2C(C(=O)O)=C(CSc3n(C)nnn3)CS[C@H]12,25.3,10.1021/acs.jcim.2c00318
Cefodizime,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1)c1sc(CC(=O)O)c(C)n1,1.1,10.1021/acs.jcim.2c00318
Cefoperazone,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1,23,10.1021/acs.jcim.2c00318
Ceforanide,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3c(CN)cccc3)[C@H]2SC1)c1n(CC(=O)O)nnn1,5.4,10.1021/acs.jcim.2c00318
Cefoselis,O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3n(CCO)c(N)cc3)CS[C@H]12)/C(=N\OC)/c1nc(N)sc1,9.6,10.1021/acs.jcim.2c00318
Cefotetan,S(CC1=C(C(=O)O)N2C(=O)[C@@](OC)(NC(=O)C3SC(=C(C(=O)O)C(=O)N)S3)[C@H]2SC1)c1n(C)nnn1,12.78,10.1021/acs.jcim.2c00318
Cefozopran,O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cn3c4[n+](nccc4)cc3)CS[C@H]12)/C(=N\OC)/c1nc(N)sn1,9.4,10.1021/acs.jcim.2c00318
Cefpiramide,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)C=3C(=O)C=C(C)NC=3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1,9.5,10.1021/acs.jcim.2c00318
Cefpirome,O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3c4c(ccc3)CCC4)CS[C@H]12)/C(=N\OC)/c1nc(N)sc1,9.5,10.1021/acs.jcim.2c00318
Ceftazidime,O(/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)/c1nc(N)sc1)C(C(=O)O)(C)C,8.7,10.1021/acs.jcim.2c00318
Ceftizoxime,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)/C(=N\OC)/c1nc(N)sc1,19.33,10.1021/acs.jcim.2c00318
Ceftriaxone,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1)C=1N(C)NC(=O)C(=O)N=1,20,10.1021/acs.jcim.2c00318
Cephalexin,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccccc1,24.2,10.1021/acs.jcim.2c00318
Cephradine,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)C1=CCC=CC1,21.7,10.1021/acs.jcim.2c00318
Cerivastatin,Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc(C(C)C)c2COC)cc1,27,10.1021/acs.jcim.2c00318
Chlordiazepoxide,ClC1=CC2=C(N(O)C/C(=N/C)/N=C2C=C1)c1ccccc1,7.8,10.1021/acs.jcim.2c00318
Cicaprost,O=C(O)COC/C=C\1/C[C@@H]2[C@@H](C#C[C@@H](O)[C@H](CC#CCC)C)[C@H](O)C[C@@H]2C/1,49,10.1021/acs.jcim.2c00318
Cidofovir,P(=O)(O)(O)CO[C@H](CO)CN1C(=O)N=C(N)C=C1,0.7,10.1021/acs.jcim.2c00318
Ciprofloxacin,Fc1c(N2CCNCC2)cc2N(C3CC3)C=C(C(=O)O)C(=O)c2c1,27,10.1021/acs.jcim.2c00318
Citalopram,Fc1ccc(C2(CCCN(C)C)OCc3c2ccc(C#N)c3)cc1,82,10.1021/acs.jcim.2c00318
Cladribine,Clc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)C3)c2n1,25.3,10.1021/acs.jcim.2c00318
Clazosentan,S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2cc(-c3n[nH]nn3)ncc2)n1)c1ncc(C)cc1,11.7,10.1021/acs.jcim.2c00318
Clevidipine,Clc1c(Cl)cccc1C1C(C(=O)OCOC(=O)CCC)=C(C)NC(C)=C1C(=O)OC,324,10.1021/acs.jcim.2c00318
Clindamycin,Cl[C@H]([C@@H](NC(=O)[C@H]1N(C)C[C@H](CCC)C1)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1)C,40,10.1021/acs.jcim.2c00318
Clozapine,Clc1cc2NC(N3CCN(C)CC3)=C3C(=Nc2cc1)C=CC=C3,77.5,10.1021/acs.jcim.2c00318
Clozepam,Clc1c(C2=NCC(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1,70.5,10.1021/acs.jcim.2c00318
Cocaine,O=C(OC)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2N(C)[C@@H]1CC2,253,10.1021/acs.jcim.2c00318
Codeine,O(C)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5,103.3,10.1021/acs.jcim.2c00318
Colchicine,O=C(N[C@@H]1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,34.3,10.1021/acs.jcim.2c00318
Cyclophosphamide,ClCCN(CCCl)P1(=O)OCCCN1,11.1,10.1021/acs.jcim.2c00318
Cyclosporine,O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,1.7,10.1021/acs.jcim.2c00318
d-Amphetamine,N[C@H](Cc1ccccc1)C,90,10.1021/acs.jcim.2c00318
Dapsone,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,5.2,10.1021/acs.jcim.2c00318
Darifecin,O=C(N)C([C@H]1CN(CCc2cc3c(OCC3)cc2)CC1)(c1ccccc1)c1ccccc1,59,10.1021/acs.jcim.2c00318
Decitabine,O=C1N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=NC(N)=N1,7.9,10.1021/acs.jcim.2c00318
Deferasirox,O=C(O)c1ccc(N2C(=C3C(=O)C=CC=C3)NC(=C3C(=O)C=CC=C3)N2)cc1,6.2,10.1021/acs.jcim.2c00318
Desipramine,N(CCCN1c2c(cccc2)CCc2c1cccc2)C,9.8,10.1021/acs.jcim.2c00318
Desmethyldiazepam,Clc1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,59.2,10.1021/acs.jcim.2c00318
Dexamethasone,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,3.2,10.1021/acs.jcim.2c00318
Dexloxiglumide,Clc1c(Cl)ccc(C(=O)N[C@@H](C(=O)N(CCCOC)CCCCC)CCC(=O)O)c1,6.01,10.1021/acs.jcim.2c00318
Dexmedetomidine,[C@H](C)(c1c(C)c(C)ccc1)c1[nH]cnc1,59.4,10.1021/acs.jcim.2c00318
Diazepam,Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,52.2,10.1021/acs.jcim.2c00318
Diclofec,Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,16.8,10.1021/acs.jcim.2c00318
Didanosine,O=C1N=CNc2n([C@@H]3O[C@H](CO)CC3)cnc12,150.5,10.1021/acs.jcim.2c00318
Diflomotecan,Fc1c(F)cc2c(nc3c(c2)CN2C(=O)C4=C([C@@](O)(CC)CC(=O)OC4)C=C32)c1,23,10.1021/acs.jcim.2c00318
Diflunisal,Fc1c(-c2cc(C(=O)O)c(O)cc2)ccc(F)c1,1.52,10.1021/acs.jcim.2c00318
Digoxin,O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@](C)([C@H](O)C4)[C@@H](C4=CC(=O)OC4)CC5)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,18.7,10.1021/acs.jcim.2c00318
Diprophylline,O=C1N(C)C(=O)c2n(CC(O)CO)cnc2N1C,24.7,10.1021/acs.jcim.2c00318
Disopyramide,O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,34,10.1021/acs.jcim.2c00318
Dofetilide,S(=O)(=O)(Nc1ccc(OCCN(CCc2ccc(NS(=O)(=O)C)cc2)C)cc1)C,66.5,10.1021/acs.jcim.2c00318
Dolasetron,O=C(OC1C[C@H]2N3C(C1)CC(C(=O)C3)C2)c1c2c([nH]c1)cccc2,72,10.1021/acs.jcim.2c00318
Doripenem,S(=O)(=O)(NC[C@H]1[NH2+]C[C@@H](SC=2[C@H](C)[C@@H]3[C@@H]([C@H](O)C)C(=O)N3C=2C(=O)[O-])C1)N,35.7,10.1021/acs.jcim.2c00318
Doxazosin,O=C(N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1)C1Oc2c(OC1)cccc2,30,10.1021/acs.jcim.2c00318
Doxorubicin,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,32.4,10.1021/acs.jcim.2c00318
Enoxacin,Fc1c(N2CC[NH2+]CC2)nc2N(CC)C=C(C(=O)[O-])C(=O)c2c1,42.7,10.1021/acs.jcim.2c00318
Enprofylline,O=C1N(CCC)c2nc[nH]c2C(=O)N1,12,10.1021/acs.jcim.2c00318
Entacapone,O=[N+]([O-])c1c(O)c(O)cc(/C=C(/C(=O)N(CC)CC)\C#N)c1,10.8,10.1021/acs.jcim.2c00318
Epirubicin,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,25.9,10.1021/acs.jcim.2c00318
Eptaloprost,O=C(O)CCCOC/C=C\1/C[C@@H]2[C@@H](C#C[C@@H](O)[C@H](CC#CCC)C)[C@H](O)C[C@@H]2C/1,170,10.1021/acs.jcim.2c00318
Eritoran,P(=O)(O[C@H]1[C@H](OCC[C@H](OC)CCCCCCC)[C@@H](NC(=O)CCCCCCCCC/C=C\CCCCCC)[C@H](OC[C@@H]2[C@@H](O)[C@H](OCCCCCCCCCC)[C@@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OP(=O)(O)O)O2)O[C@@H]1COC)(O)O,0.25,10.1021/acs.jcim.2c00318
Ertapenem,S([C@H]1C[C@@H](C(=O)Nc2cc(C(=O)O)ccc2)NC1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)O,10,10.1021/acs.jcim.2c00318
Erythromycin,O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,73,10.1021/acs.jcim.2c00318
Estradiol,O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,69,10.1021/acs.jcim.2c00318
Ethinylestradiol,Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)cc1,55,10.1021/acs.jcim.2c00318
Etomidate,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,93,10.1021/acs.jcim.2c00318
Etoposide,O([C@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@H](C)OC[C@H]2O1)[C@H]1[C@@H]2[C@@H]([C@H](c3cc(OC)c(O)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,23,10.1021/acs.jcim.2c00318
Famotidine,S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,22,10.1021/acs.jcim.2c00318
Felodipine,Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,61,10.1021/acs.jcim.2c00318
Fenoterol,OC(CNC(Cc1ccc(O)cc1)C)c1cc(O)cc(O)c1,64,10.1021/acs.jcim.2c00318
Fentanyl,O=C(N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)CC,58,10.1021/acs.jcim.2c00318
Flecainide,FC(F)(F)COc1c(C(=O)NCC2NCCCC2)cc(OCC(F)(F)F)cc1,34,10.1021/acs.jcim.2c00318
Fleroxacin,FCCN1c2c(F)c(N3CCN(C)CC3)c(F)cc2C(=O)C(C(=O)O)=C1,5.8,10.1021/acs.jcim.2c00318
Flucozole,Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,4.2,10.1021/acs.jcim.2c00318
Flumazenil,Fc1cc2C(=O)N(C)Cc3c(C(=O)OCC)ncn3-c2cc1,147,10.1021/acs.jcim.2c00318
Flunitrazepam,Fc1c(C2=NCC(=O)N(C)c3c2cc([N+](=O)[O-])cc3)cccc1,80,10.1021/acs.jcim.2c00318
Furosemide,Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,7,10.1021/acs.jcim.2c00318
Gabapentin,O=C(O)CC1(CN)CCCCC1,9.1,10.1021/acs.jcim.2c00318
Galanthamine,O(C)c1c2O[C@@H]3[C@]4(c2c(cc1)CN(C)CC4)C=C[C@H](O)C3,31.7,10.1021/acs.jcim.2c00318
Garenoxacin,FC(F)Oc1c(-c2cc3c([C@@H](C)NC3)cc2)ccc2C(=O)C(C(=O)O)=CN(C3CC3)c12,12.1,10.1021/acs.jcim.2c00318
Gatifloxacin,Fc1c(N2CC(C)[NH2+]CC2)c(OC)c2N(C3CC3)C=C(C(=O)[O-])C(=O)c2c1,19.3,10.1021/acs.jcim.2c00318
Gavestinel,Clc1c2c(/C=C/C(=O)Nc3ccccc3)c(C(=O)[O-])[nH]c2cc(Cl)c1,1.2,10.1021/acs.jcim.2c00318
Gemcitabine,FC1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C(=O)N=C(N)C=C1,5,10.1021/acs.jcim.2c00318
Gentamicin,O(C1C(O)C(OC2C(O)C(NC)C(O)(C)CO2)C(N)CC1N)C1C(N)CCC(C(NC)C)O1,7.8,10.1021/acs.jcim.2c00318
Ginkgolide A,O=C1[C@@H](C)[C@@]2(O)[C@@H](O1)C[C@]13[C@@H]4OC(=O)[C@]21O[C@@H]1OC(=O)[C@H](O)[C@]31[C@H](C(C)(C)C)C4,65,10.1021/acs.jcim.2c00318
Ginkgolide B,O=C1[C@@H](C)[C@@]2(O)[C@H]([C@H](O)[C@]34[C@@H]5OC(=O)[C@]23O[C@@H]2OC(=O)[C@H](O)[C@]42[C@H](C(C)(C)C)C5)O1,60,10.1021/acs.jcim.2c00318
Glipizide,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,1,10.1021/acs.jcim.2c00318
Granisetron,O=C(NC1C[C@@H]2N(C)C(C1)CCC2)c1nn(C)c2c1cccc2,824,10.1021/acs.jcim.2c00318
Haloperidol,Clc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,86.2,10.1021/acs.jcim.2c00318
Hexobarbital,O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,40.6,10.1021/acs.jcim.2c00318
Hydralazine,N(N)c1nncc2c1cccc2,139,10.1021/acs.jcim.2c00318
Hydroxychloroquine,Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1,28.2,10.1021/acs.jcim.2c00318
Ibuprofen,O=C(O)C(C)c1ccc(CC(C)C)cc1,4.8,10.1021/acs.jcim.2c00318
Idarubicin,O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(C(=O)c3c(O)c2C1)cccc4,78.5,10.1021/acs.jcim.2c00318
Idazoxan,C1(C2Oc3c(OC2)cccc3)=NCCN1,71.2,10.1021/acs.jcim.2c00318
Ifetroban,O=C(O)CCc1c(C[C@@H]2[C@H](c3occ(C(=O)NCCCCC)n3)C3OC2CC3)cccc1,87.5,10.1021/acs.jcim.2c00318
Iloprost,O=C(O)CCC/C=C\1/C[C@@H]2[C@@H](/C=C/[C@@H](O)C(CC#CC)C)[C@H](O)C[C@@H]2C/1,32.4,10.1021/acs.jcim.2c00318
Imatinib,O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,19.9,10.1021/acs.jcim.2c00318
Imipenem,S(CC/N=C/N)C1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2C1,14.5,10.1021/acs.jcim.2c00318
Imipramine,N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,92.52,10.1021/acs.jcim.2c00318
Indivir,O=C(N[C@@H]1[C@H](O)Cc2c1cccc2)[C@@H](C[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,89,10.1021/acs.jcim.2c00318
Inogatran,O=C(O)CN[C@@H](C(=O)N1[C@H](C(=O)NCCCN=C(N)N)CCCC1)CC1CCCCC1,83,10.1021/acs.jcim.2c00318
Iododoxorubicin,I[C@@H]1[C@H](C)O[C@@H](O[C@@H]2c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C[C@@](O)(C(=O)CO)C2)C[C@@H]1N,36.6,10.1021/acs.jcim.2c00318
Iomeprol,Ic1c(N(C(=O)CO)C)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)NCC(O)CO,7.4,10.1021/acs.jcim.2c00318
Ipratropium,O=C(OC1CC2[N+](C(C)C)(C)C(C1)CC2)C(CO)c1ccccc1,90,10.1021/acs.jcim.2c00318
Irinotecan,O=C(Oc1cc2c(CC)c3c(nc2cc1)C=1N(C(=O)C2=C([C@@](O)(CC)C(=O)OC2)C=1)C3)N1CCC(N2CCCCC2)CC1,55.7,10.1021/acs.jcim.2c00318
Isoglycirrhizite,O=C(O)[C@@H]1[C@@H](O)[C@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](C(=O)O)O2)[C@@H](O[C@@H]2C(C)(C)[C@H]3[C@@](C)([C@H]4C(=O)C=C5[C@](C)([C@]4(C)CC3)CC[C@]3(C)[C@H]5C[C@](C(=O)O)(C)CC3)CC2)O1,2.37,10.1021/acs.jcim.2c00318
Isosorbide Dinitrate,O=[N+](O[C@H]1[C@H]2OC[C@H](O[N+](=O)[O-])[C@H]2OC1)[O-],122,10.1021/acs.jcim.2c00318
Isosorbide-5-Mononitrate,O=[N+](O[C@H]1[C@H]2OC[C@H](O)[C@H]2OC1)[O-],2.5,10.1021/acs.jcim.2c00318
Itracozole,Clc1c([C@]2(Cn3ncnc3)O[C@@H](COc3ccc(N4CCN(c5ccc(N6C(=O)N(C(CC)C)N=C6)cc5)CC4)cc3)CO2)ccc(Cl)c1,9.16,10.1021/acs.jcim.2c00318
Ketamine,Clc1c(C2(NC)C(=O)CCCC2)cccc1,114.7,10.1021/acs.jcim.2c00318
Ketanserin,Fc1ccc(C(=O)C2CCN(CCN3C(=O)Nc4c(C3=O)cccc4)CC2)cc1,3.8,10.1021/acs.jcim.2c00318
Ketoprofen,O=C(O)C(C)c1cc(C(=O)c2ccccc2)ccc1,1.67,10.1021/acs.jcim.2c00318
Ketorolac,O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,3.6,10.1021/acs.jcim.2c00318
L-692429,O=C(N[C@H]1C(=O)N(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)c2c(cccc2)CC1)CC(N)(C)C,2.7,10.1021/acs.jcim.2c00318
Lamifiban,O=C(O)COC1CCN(C(=O)[C@@H](NC(=O)c2ccc(C(=N)N)cc2)Cc2ccc(O)cc2)CC1,9.5,10.1021/acs.jcim.2c00318
Lamivudine,O=C1N([C@H]2O[C@@H](CO)SC2)C=CC(N)=N1,72,10.1021/acs.jcim.2c00318
lbuphine,O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC2CCC2)CC3)C4)CC1,110.7,10.1021/acs.jcim.2c00318
Letrozole,N#Cc1ccc(C(n2ncnc2)c2ccc(C#N)cc2)cc1,0.66,10.1021/acs.jcim.2c00318
Levocabastine,Fc1ccc(C2(C#N)CCC(N3C[C@@H](C)[C@@](C(=O)O)(c4ccccc4)CC3)CC2)cc1,27,10.1021/acs.jcim.2c00318
Levodopa,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,109,10.1021/acs.jcim.2c00318
Levonorgestrel,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)CC3)CC2)CC1,1.3,10.1021/acs.jcim.2c00318
Lidocaine,O=C(Nc1c(C)cccc1C)CN(CC)CC,46.7,10.1021/acs.jcim.2c00318
Lorcainide,Clc1ccc(N(C(=O)Cc2ccccc2)C2CCN(C(C)C)CC2)cc1,103,10.1021/acs.jcim.2c00318
Lubeluzole,Fc1c(F)ccc(OC[C@@H](O)CN2CCC(N(C)c3sc4c(n3)cccc4)CC2)c1,25,10.1021/acs.jcim.2c00318
Maraviroc,FC1(F)CCC(C(=O)N[C@@H](CCN2[C@H]3CC(n4c(C(C)C)nnc4C)C[C@@H]2CC3)c2ccccc2)CC1,74,10.1021/acs.jcim.2c00318
Maxipost,Clc1cc(c(OC)cc1)[C@]1(F)C(=O)Nc2c1ccc(C(F)(F)F)c2,43,10.1021/acs.jcim.2c00318
Mazapertine,O=C(N1CCCCC1)c1cc(CN2CCN(c3c(OC(C)C)cccc3)CC2)ccc1,39.2,10.1021/acs.jcim.2c00318
Mebendazole,O=C(OC)Nc1[nH]c2c(n1)ccc(C(=O)c1ccccc1)c2,9.8,10.1021/acs.jcim.2c00318
Melagatran,O=C(O)CN[C@@H](C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CC1)C1CCCCC1,16.9,10.1021/acs.jcim.2c00318
Meloxicam,O=C(Nc1sc(C)cn1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,0.25,10.1021/acs.jcim.2c00318
MEN-10755,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](N)C3)[C@@H](O)C2)c2c(O)c3C(=O)c4c(C(=O)c3c(O)c2C1)cccc4,10.8,10.1021/acs.jcim.2c00318
Meperidine,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,245,10.1021/acs.jcim.2c00318
Meptazinol,Oc1cc(C2(CC)CN(C)CCCC2)ccc1,58.4,10.1021/acs.jcim.2c00318
Meropenem,S([C@H]1C[C@@H](C(=O)N(C)C)[NH2+]C1)C=1[C@H](C)[C@@H]2[C@@H]([C@H](O)C)C(=O)N2C=1C(=O)[O-],26.4,10.1021/acs.jcim.2c00318
Metazosin,O=C(C(OC)C)N1CCN(c2nc(N)c3c(n2)cc(OC)c(OC)c3)CC1,44.2,10.1021/acs.jcim.2c00318
Metformin,N(C(N(C)C)=N)=C(N)N,16.8,10.1021/acs.jcim.2c00318
Methadone,O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,60,10.1021/acs.jcim.2c00318
Methamphetamine,N([C@H](Cc1ccccc1)C)C,126,10.1021/acs.jcim.2c00318
Methotrexate,O=C(O)[C@@H](NC(=O)c1ccc(N(Cc2nc3c(N)nc(N)nc3nc2)C)cc1)CCC(=O)O,10.5,10.1021/acs.jcim.2c00318
Methylphenidate,O=C(OC)C(c1ccccc1)C1NCCCC1,53,10.1021/acs.jcim.2c00318
Methylprednisolone,O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1,62.1,10.1021/acs.jcim.2c00318
Metoclopramide,Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,48,10.1021/acs.jcim.2c00318
Metoprolol,O(CCc1ccc(OCC(O)CNC(C)C)cc1)C,87.2,10.1021/acs.jcim.2c00318
Metronidazole,O=[N+]([O-])c1n(CCO)c(C)nc1,5.8,10.1021/acs.jcim.2c00318
Mezlocillin,S(=O)(=O)(C)N1C(=O)N(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)CC1,50,10.1021/acs.jcim.2c00318
Mibefradil,Fc1cc2c([C@H](C(C)C)[C@@](OC(=O)COC)(CCN(CCCc3[nH]c4c(n3)cccc4)C)CC2)cc1,94,10.1021/acs.jcim.2c00318
