Molecule_Name,Smiles,rat_fup,Source
CHEMBL4877602,CC(C)CCn1c(CN2C(=O)C3(CCCC3)c3ccncc32)nc2cc(CN)ccc21,0.24,CHEMBL 35
CHEMBL4874709,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCOCC1,0.399,CHEMBL 35
CHEMBL3682649,O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3O)cccc2c1,0.001,CHEMBL 35
CHEMBL4802040,O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1,0.812,CHEMBL 35
CHEMBL4177037,CC(C)C[C@H](CC(=O)O)C(=O)N(c1nc(-c2ccccc2-c2ccc(-n3cccn3)nc2)cs1)C1CC1,0.0057,CHEMBL 35
CHEMBL4177349,CC1(Oc2ccc3[nH]nc(-c4cc(N5CCO[C@@H](CO)C5)ncn4)c3c2)CC1,0.051,CHEMBL 35
CHEMBL4280986,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(C(F)(F)F)cc24)C3=O)cn1,0.018,CHEMBL 35
CHEMBL4173663,O=C(O)C[C@@H](CC1CCCC1)C(=O)N(c1nc(-c2ccccc2-c2ccc(-n3cccn3)nc2)cs1)C1CC1,0.0013,CHEMBL 35
CHEMBL4557670,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,0.12,CHEMBL 35
CHEMBL4854469,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnc(C)o2)no1,0.046,CHEMBL 35
CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,0.13,CHEMBL 35
CHEMBL5426983,Cc1c(OCCNCCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,0.37,CHEMBL 35
CHEMBL4531460,O=c1cc2n(cc1O)CCN(Cc1c(F)cccc1Cl)C2,0.528,CHEMBL 35
CHEMBL4550009,NC(=O)c1cc(-c2ccc(F)cc2F)n2nc(COc3ccnc(C(F)(F)F)c3)cc2n1,0.03,CHEMBL 35
CHEMBL3905761,Fc1ccc2c(CN3CCC(F)(F)[C@H](CCc4ccccc4)C3)c[nH]c2c1,0.014,CHEMBL 35
CHEMBL5394686,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCON1CCN(C)CC1,0.128,CHEMBL 35
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.75,CHEMBL 35
CHEMBL3956275,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)c2c(n1)N([C@@]1(C)CCN(C(=O)C(C)(C)N)C1)CC2,0.438,CHEMBL 35
CHEMBL1224151,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,0.00785,CHEMBL 35
CHEMBL3667410,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.022,CHEMBL 35
CHEMBL4548492,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,0.04,CHEMBL 35
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0.000121,CHEMBL 35
CHEMBL4470291,CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,0.22,CHEMBL 35
CHEMBL4540550,Cc1cc(O[C@@H]2CCOC2)cc(C(=O)Nc2ccc(F)cn2)n1,0.26,CHEMBL 35
CHEMBL4533083,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(COc3ccnc(Br)c3)cc2n1,0.03,CHEMBL 35
CHEMBL4527834,C[C@@H]1CN(Cc2cc3nc(C(N)=O)cc(-c4ccc(F)cc4)c3s2)C[C@H](C)O1,0.05,CHEMBL 35
CHEMBL4237601,Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)N[C@@H]3CCOC[C@H]3O)nc21,0.02,CHEMBL 35
CHEMBL4591648,C[C@@H]1CCOc2cc(F)c(-c3cnn(CCN(C)C)c3)cc2C(=O)Nc2cccc(n2)-c2nncn2C1,0.007,CHEMBL 35
CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.00009,CHEMBL 35
CHEMBL4514671,COc1ccc(C(=O)c2sc3nnc(C)c(C)c3c2N)cc1,0.005,CHEMBL 35
CHEMBL4549658,C[C@H]1CCN1c1nc(N2C[C@@H]3[C@@H](CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)n1,0.027,CHEMBL 35
CHEMBL4640370,C[N+]12CCC(c3ccc(-c4cc(C(=O)O)cc5cc(-c6ccc(C(F)(F)F)cc6)ccc45)cc3)(CC1)CC2,0,CHEMBL 35
CHEMBL4797693,CCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,0.011,CHEMBL 35
CHEMBL5441069,C[C@H]1CCN1c1nc(-c2cnn(CC(=O)N3CCNCC3)c2)cc(C(F)(F)F)n1,0.18,CHEMBL 35
CHEMBL5069953,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3cnccn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.018,CHEMBL 35
CHEMBL4456722,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,0.022,CHEMBL 35
CHEMBL4637074,NC(=O)[C@@H]1CCC[C@H](c2ccc(OCc3cccc(F)c3)cc2)N1,0.04,CHEMBL 35
CHEMBL4632555,Cc1c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2nn1C,0.042,CHEMBL 35
CHEMBL4647393,Cc1nn(C)c2cnc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc12,0.011,CHEMBL 35
CHEMBL3688197,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CO)c(Cl)c1,0.0043,CHEMBL 35
CHEMBL4214738,Cc1cc(C)c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2n1,0.002,CHEMBL 35
CHEMBL3658966,C[C@@H]1CN2c3c(cc4c(-n5cncn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0.1,CHEMBL 35
CHEMBL4561768,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,0.082,CHEMBL 35
CHEMBL4590759,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,0.007,CHEMBL 35
CHEMBL4590290,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,0.033,CHEMBL 35
CHEMBL4474855,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,0.0042,CHEMBL 35
CHEMBL3805563,Nc1noc2ccc(-c3cc(Cl)ccc3Oc3cc(F)c(S(=O)(=O)Nc4cscn4)cc3F)cc12,0.00155,CHEMBL 35
CHEMBL5080010,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2COCCN2c2ccn3ncc1c3n2,0.12,CHEMBL 35
CHEMBL5089327,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nnc(C(C)(C)C)o3)n2)cn1,0.008,CHEMBL 35
CHEMBL4453088,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C[C@@]2(O)CO)cc1F,0.033,CHEMBL 35
CHEMBL4459916,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(C(F)(F)F)nc3)C[C@@]2(O)CO)cc1F,0.147,CHEMBL 35
CHEMBL4854469,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnc(C)o2)no1,0.18,CHEMBL 35
CHEMBL4847903,Cc1cc(C(=O)N[C@@H]2CCc3cc(-c4noc(C5CC5)n4)ccc32)ccn1,0.049,CHEMBL 35
CHEMBL4857028,Cc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,0.065,CHEMBL 35
CHEMBL4475667,Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,0.001,CHEMBL 35
CHEMBL4444446,CNC1=N[C@@H]2[C@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,0.96,CHEMBL 35
CHEMBL4594070,C[C@@H](CN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)NC(=O)c1ccc2ccccc2c1,0.00061,CHEMBL 35
CHEMBL4533534,N#Cc1ccc(S(=O)(=O)[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CO)cc1,0.027,CHEMBL 35
CHEMBL4569388,Cc1cn(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,0.009,CHEMBL 35
CHEMBL4531747,O=C(NCC1(O)CCCC(F)(F)C1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,0.089,CHEMBL 35
CHEMBL4293287,COc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)(=O)C(C)(C)C,0.055,CHEMBL 35
CHEMBL4540386,CCc1nsc2cc(Nc3n[nH]c4cccnc34)ccc12,0.03,CHEMBL 35
CHEMBL4520127,O=C(c1nsc2cc(Nc3n[nH]c4cccnc34)ccc12)N1CCC(F)(F)CC1,0.029,CHEMBL 35
CHEMBL4452566,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,0.065,CHEMBL 35
CHEMBL4468006,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,0.0464,CHEMBL 35
CHEMBL4851322,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2ocnc2C)no1,0.1,CHEMBL 35
CHEMBL4847050,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cnn(C)c2)no1,0.018,CHEMBL 35
CHEMBL4870106,Cn1cc(C(=O)N[C@@H]2CCc3cc(-c4noc(C(F)F)n4)ccc32)cn1,0.024,CHEMBL 35
CHEMBL4218854,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,0.02,CHEMBL 35
CHEMBL4464990,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccccn1)CCO2,0.0093,CHEMBL 35
CHEMBL4795177,COc1nnc2sc(C(=O)NC3CN(c4ncc(C(F)(F)F)cn4)C3)c(N)c2c1C,0.018,CHEMBL 35
CHEMBL4854094,NC(=O)c1cnn(-c2ccc(NCC3(c4ncccc4F)CCC3)nn2)c1,0.42,CHEMBL 35
CHEMBL3301601,CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,0.21,CHEMBL 35
CHEMBL5170576,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C)n2)ccn1,0.225,CHEMBL 35
CHEMBL4635625,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,0.19,CHEMBL 35
CHEMBL5206101,O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.205,CHEMBL 35
CHEMBL4874937,NC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.15,CHEMBL 35
CHEMBL5088205,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,0.045,CHEMBL 35
CHEMBL4297497,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F,0.52,CHEMBL 35
CHEMBL4649459,Cc1nc2cnc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cn2c1C,0.009,CHEMBL 35
CHEMBL4632962,Cc1c2c(N)c(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2nn1C,0.01,CHEMBL 35
CHEMBL5409280,Cc1nnc(-c2ccc(-c3cc(F)c(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,0.021,CHEMBL 35
CHEMBL4557032,C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.091,CHEMBL 35
CHEMBL4455600,NC(=O)C[C@H]1COc2cc(F)cc(F)c2N1C(=O)c1ccc2c(c1)NC(=O)CO2,0.6,CHEMBL 35
CHEMBL4647810,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,0.17,CHEMBL 35
CHEMBL5427639,Cc1nn2cc1CN(C)CCOCCNC(=O)c1nn(CCO)c3ccc(cc13)Nc1nccc-2n1,0.0016,CHEMBL 35
CHEMBL5076689,CC(C)COc1ccc(/N=c2\[nH]c(=O)n(C[C@H](C)C(=O)O)c(=O)n2Cc2ccc(Cl)cc2)cc1,0.025,CHEMBL 35
CHEMBL5074942,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(OCC3CC3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.021,CHEMBL 35
CHEMBL4207171,Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2OC(C)C)C3)ccn1,0.113,CHEMBL 35
CHEMBL4573938,COc1ccc(-c2c(Nc3ccccn3)[nH]c3c(C4=CCCCC4)c(-c4ccccc4)nn3c2=O)cc1,0.016,CHEMBL 35
CHEMBL4442116,C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,0.035,CHEMBL 35
CHEMBL4543991,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CF)O[C@@H]2S1,0.98,CHEMBL 35
CHEMBL4561636,Cc1nnc2ccc(C(=O)NC3CN(c4ncc(C#N)cc4Cl)C3)cc2c1C,0.008,CHEMBL 35
CHEMBL4293510,NC(=O)c1cnc2c(N[C@H]3C[C@H]3F)cc(Nc3cccc(-c4ccc(C(F)(F)F)cc4F)c3)nn12,0.005,CHEMBL 35
CHEMBL4469438,CC(C)CCn1c(CN2C(=O)C3(CC3)c3ccccc32)nc2cc(CN)ccc21,0.1,CHEMBL 35
CHEMBL4875744,CCc1nc(-c2ccc3c(c2)CC[C@H]3NC(=O)c2cc(C)ncn2)no1,0.092,CHEMBL 35
CHEMBL5415209,Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,0.038,CHEMBL 35
CHEMBL4294221,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,0.000076,CHEMBL 35
CHEMBL4527640,Cc1cc(C)c2c(N)c(C(=O)c3ccncc3)sc2n1,0.005,CHEMBL 35
CHEMBL4577985,Cc1nc2sc(C(=O)c3cccnc3)c(N)c2c(C)c1Cl,0.005,CHEMBL 35
CHEMBL4643134,CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21,0.00568,CHEMBL 35
CHEMBL4473211,Cc1noc2ccc(Nc3n[nH]c4ncccc34)cc12,0.079,CHEMBL 35
CHEMBL4514040,O=C(NC1CC(F)(F)C1)c1nsc2cc(Nc3n[nH]c4nccnc34)ccc12,0.007,CHEMBL 35
CHEMBL4454609,COc1cc(N(CC2CC2)c2ccc(Cl)c3ccccc23)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,0.0062,CHEMBL 35
CHEMBL5086991,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3nccs3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.006,CHEMBL 35
CHEMBL5079957,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3cccc(F)n3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.007,CHEMBL 35
CHEMBL5084053,C[C@@H](Cn1c(=O)[nH]/c(=N\c2ccc(Oc3ccnc(F)c3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,0.013,CHEMBL 35
CHEMBL4761506,C[C@H](Nc1cc(Cl)nc2c1cnn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O)c1ccc(F)cc1,0.0016,CHEMBL 35
CHEMBL4743437,C[C@H](Nc1nc(Cl)nc2c1cnn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O)c1ccccc1,0.0095,CHEMBL 35
CHEMBL4781814,COc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.01,CHEMBL 35
CHEMBL3893203,C[C@@H](c1nc2ccc(N3CCC[C@@H](C(=O)N4CCCC4)C3)nc2[nH]1)n1cc(Cl)cn1,0.14,CHEMBL 35
CHEMBL5185192,O=C(Nc1nc2cccc(C3CCC(NC(=O)C4(F)CC4)CC3)n2n1)C1CC1,0.196,CHEMBL 35
CHEMBL4565615,C[C@H]1CCCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2O1,0.024,CHEMBL 35
CHEMBL4544934,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CC4(COC4)C3)cc21,0.06,CHEMBL 35
CHEMBL4290130,C[C@](O)(CO)CNc1cc(Nc2cccc(-c3ccc(C(F)(F)F)cc3F)c2)nn2c(C(N)=O)cnc12,0.012,CHEMBL 35
CHEMBL4475943,O=C(NCCN1CCC2(CC1)C(=O)NC[C@H]2c1ccc(F)cc1)c1cc2ccccc2[nH]1,0.00198,CHEMBL 35
CHEMBL4553907,CNC(=O)Nc1cc(Oc2cncc(OC)c2)c([C@H]2CCCOC2)cn1,0.28,CHEMBL 35
CHEMBL4462175,Cc1cccc(C)c1CN1CCn2cc(O)c(=O)cc2C1,0.311,CHEMBL 35
CHEMBL4238059,Cn1cc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cn2)cn1,0.06,CHEMBL 35
CHEMBL4759642,O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(SC(F)(F)F)cc1,0.013,CHEMBL 35
CHEMBL2325014,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0.000133,CHEMBL 35
CHEMBL4586630,CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc3[nH]ncc3c2CC1(C)C,0.066,CHEMBL 35
CHEMBL4470092,Oc1ccc(-c2cc(-c3ccccc3Cl)nc3c2Cc2c(O)cccc2-3)cc1,1,CHEMBL 35
CHEMBL1086110,CCCc1nc(C)c2c(C)nc3ccc(OC)nc3n12,0.003,CHEMBL 35
CHEMBL2375520,Oc1noc2cc(Cl)c(Cl)cc12,0.00445,CHEMBL 35
CHEMBL4447294,Cc1c[nH]c(=O)c2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c12,0.051,CHEMBL 35
CHEMBL5272946,O=C(N1CCN2CCC1CC2)n1nc(-c2ccc(F)cc2)c2c1COCC2,0.11,CHEMBL 35
CHEMBL5396870,NC1(COc2cc(F)c3c(c2)CC(CNCCC2CN(c4cnc5c(n4)NC(=O)CO5)C(=O)O2)C3)CC1,0.32,CHEMBL 35
CHEMBL5407700,O=c1nc(NC2CC2)n2ccc(C(F)(F)F)cc2c1-c1cccnc1F,0.329,CHEMBL 35
CHEMBL5408214,C[C@H]1CCN1c1nc(N2CC[C@H](CCC(=O)O)C2)c2c(n1)C(F)(F)CC2,0.025,CHEMBL 35
CHEMBL4642178,Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)F)ccc(C(F)(F)F)n3n2)ncn1,0.01,CHEMBL 35
CHEMBL4751429,CCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,0.0027,CHEMBL 35
CHEMBL4743846,CC(C)C[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1[C@H](C(=O)N[C@@H](Cc2ccc(I)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)C[C@@H]2CCCC[C@@H]21)N(C)C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O,0.0013,CHEMBL 35
CHEMBL4583396,Cc1ccc(NC(=O)N2CCN(Cc3sc4ccccc4c3C)CC2)nc1,0.0044,CHEMBL 35
CHEMBL4638506,COc1cc(N2CC(NC(=O)c3cc4c(C)n(C)nc4cn3)C2)c(Cl)cn1,0.022,CHEMBL 35
CHEMBL4639222,COc1cc(N2CC(NC(=O)c3ccc4nn(C)c(C)c4c3N)C2)c(Cl)cn1,0.008,CHEMBL 35
CHEMBL4649550,Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)ccc(C(F)(F)F)n3n2)n1,0.046,CHEMBL 35
CHEMBL4793665,CCN1CCC(c2ncc(-c3cnc(N)c(OCc4ccncc4)c3)s2)CC1,0.16,CHEMBL 35
CHEMBL4462367,CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc3[nH]ncc3c2C[C@H]1C,0.0052,CHEMBL 35
CHEMBL4536148,COc1cc(/C=C/C(=O)O)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)(C)F,0.046,CHEMBL 35
CHEMBL2103837,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,0.0051,CHEMBL 35
CHEMBL4528799,CSc1ncc(-c2c(CO)n(Cc3ccccc3Cl)c3ccc(OC(F)(F)F)cc23)cn1,0.001,CHEMBL 35
CHEMBL4566669,COc1nn2cc(-c3c(CO)n(Cc4ccccc4Cl)c4ccc(OC(F)(F)F)cc34)nc2s1,0.003,CHEMBL 35
CHEMBL4578455,COc1ccc(C(=O)c2sc3nc(C)cc(C)c3c2N)cc1,0.005,CHEMBL 35
CHEMBL4526419,Nc1c(C(=O)c2ccncc2)sc2nc(OCc3ccncc3)c3c(c12)CCC3,0.005,CHEMBL 35
CHEMBL3986846,Fc1ccc2c(CN3CCC(F)(F)[C@H](CCc4ccccc4F)C3)c[nH]c2c1,0.05,CHEMBL 35
CHEMBL4544957,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@@H](O)C2)cn1,0.32,CHEMBL 35
CHEMBL4248900,Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,0.04,CHEMBL 35
CHEMBL4642118,Cl.Clc1ccc(OC[C@@H]2C[C@H]3C[C@H]3N2)cn1,0.31,CHEMBL 35
CHEMBL4639701,Cc1cc(-c2ccc(N3CCC(c4nc(C(C)C)no4)CC3)nc2)c(C#N)cc1C#N,0.03,CHEMBL 35
CHEMBL4470860,Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(N)c3F)cc2n1-c1ccnc2c(F)ccc(F)c12,0.19,CHEMBL 35
CHEMBL4745982,Cc1cc(NC(=O)c2occc2C)c(F)cc1N1C(=O)c2ccccc2C1=O,0.012,CHEMBL 35
CHEMBL4634900,COc1nn(-c2cncc(N(C)C)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,0.7,CHEMBL 35
CHEMBL3960662,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,0.11,CHEMBL 35
CHEMBL5279298,COCCCN1CCC(c2nnc(-c3nn(C(C)C)c4ccccc34)o2)CC1.O=C(O)C(=O)O,0.113,CHEMBL 35
CHEMBL4545044,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,0.028,CHEMBL 35
CHEMBL5218711,Cn1ncc(S(=O)(=O)N2CC[C@H](C(=O)Nc3ccc4scnc4c3)[C@@H](F)C2)c1Cl,0.005,CHEMBL 35
CHEMBL5198665,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N2)n1,0.47,CHEMBL 35
CHEMBL4165225,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,0.26,CHEMBL 35
CHEMBL4556466,O[C@H]1[C@H](n2cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc32)[C@H]2C[C@@]2(CCl)[C@H]1O,0.0253,CHEMBL 35
CHEMBL4250214,Cc1nn(C)c2cc(Nc3n[nH]c4cccnc34)ccc12,0.089,CHEMBL 35
CHEMBL5434339,Cc1nn2cc1CN(C)CCOCCNC(=O)c1nn(C)c3ccc(cc13)Nc1nccc-2n1,0.0007,CHEMBL 35
CHEMBL5406873,COc1ccc(-c2cc(C(=O)N[C@H]3CCCN(C)C3)nn2C)c(Cl)c1,0.202,CHEMBL 35
CHEMBL5194899,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3cnco3)ccc2n1,0.009,CHEMBL 35
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.02,CHEMBL 35
